Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year,Brand
Volkswagen Vento,Petrol Breeze,2011,90000,Petrol,Manual,160000.0,15,10666.666666666666,6000.0,Volkswagen
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,19000,Petrol,Automatic,4350000.0,5,870000.0,3800.0,Mercedes-Benz
Hyundai i20,Asta 1.2,2016,112943,Petrol,Manual,315000.0,10,31500.0,11294.3,Hyundai
Honda Amaze 2nd Gen,E BSVI,2022,35000,Petrol,Manual,550000.0,4,137500.0,8750.0,Honda
Hyundai i20,Asta 1.2,2015,41000,Petrol,Manual,325000.0,11,29545.454545454544,3727.2727272727275,Hyundai
Maruti Suzuki Baleno,1.2 CVT Alpha,2017,54000,Petrol,Automatic,525000.0,9,58333.333333333336,6000.0,Maruti Suzuki
Mercedes-Benz GLA,200 BSVI,2022,51000,Petrol,Automatic,3090000.0,4,772500.0,12750.0,Mercedes-Benz
Hyundai Grand i10 Nios,Sportz,2020,39000,Petrol,Manual,440000.00000000006,6,73333.33333333334,6500.0,Hyundai
MG Hector,Sharp Pro CVT 2023-2025,2024,17142,Petrol,Automatic,1695000.0,2,847500.0,8571.0,MG
Honda City,VX CVT,2022,24000,Petrol,Automatic,980000.0,4,245000.0,6000.0,Honda
Hyundai i20,Sportz 1.2,2015,104221,Petrol,Manual,350000.0,11,31818.18181818182,9474.636363636364,Hyundai
Hyundai Creta,1.6 VTVT SX Plus,2016,27000,Petrol,Manual,525000.0,10,52500.0,2700.0,Hyundai
Mahindra XUV700,AX7 Diesel AT Luxury Pack BSVI,2022,60000,Diesel,Automatic,1700000.0,4,425000.0,15000.0,Mahindra
Maruti Suzuki Ciaz,ZDi SHVS,2017,78000,Diesel,Manual,495000.0,9,55000.0,8666.666666666666,Maruti Suzuki
Mercedes-Benz C-Class,Progressive C 200,2019,41000,Petrol,Automatic,2990000.0,7,427142.85714285716,5857.142857142857,Mercedes-Benz
Honda City,VX CVT,2022,12589,Petrol,Automatic,1150000.0,4,287500.0,3147.25,Honda
Volkswagen Virtus,Topline AT BSVI,2023,50000,Petrol,Automatic,1300000.0,3,433333.3333333333,16666.666666666668,Volkswagen
Mercedes-Benz CLA,200 CDI Sport,2019,17000,Diesel,Automatic,2200000.0,7,314285.71428571426,2428.5714285714284,Mercedes-Benz
Hyundai i20 Active,1.2 S,2016,60000,Petrol,Manual,365000.0,10,36500.0,6000.0,Hyundai
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,6000,Petrol,Automatic,1375000.0,3,458333.3333333333,2000.0,Mahindra
Ford Ecosport,1.5 Diesel Titanium BSIV,2017,95000,Diesel,Manual,435000.0,9,48333.333333333336,10555.555555555555,Ford
Ford Ecosport,1.5 Ti VCT MT Trend BSIV,2016,92614,Petrol,Manual,354000.0,10,35400.0,9261.4,Ford
Honda City,VX CVT,2022,28000,Petrol,Automatic,970000.0,4,242500.0,7000.0,Honda
Maruti Suzuki Ertiga,VXI CNG,2016,40000,CNG,Manual,510000.0,10,51000.0,4000.0,Maruti Suzuki
Toyota Fortuner,2.8 4WD AT BSIV,2017,110000,Diesel,Automatic,2050000.0,9,227777.77777777778,12222.222222222223,Toyota
Mercedes-Benz E-Class,Exclusive E 220 d BSIV,2019,70000,Diesel,Automatic,2550000.0,7,364285.71428571426,10000.0,Mercedes-Benz
Hyundai Venue,S,2022,19000,Petrol,Manual,720000.0,4,180000.0,4750.0,Hyundai
Volkswagen Polo,GT TSI,2016,45000,Petrol,Automatic,500000.0,10,50000.0,4500.0,Volkswagen
Kia Seltos,HTK G,2022,37000,Petrol,Manual,899000.0,4,224750.0,9250.0,Kia
Honda WR-V,i-VTEC VX,2017,50985,Petrol,Manual,378000.0,9,42000.0,5665.0,Honda
Mercedes-Benz E-Class,Exclusive E 200,2023,63258,Petrol,Automatic,4850000.0,3,1616666.6666666667,21086.0,Mercedes-Benz
Maruti Suzuki Ertiga,CNG VXI,2022,40000,CNG,Manual,850000.0,4,212500.0,10000.0,Maruti Suzuki
Hyundai i20,1.2 Magna Executive,2018,59000,Petrol,Manual,445000.0,8,55625.0,7375.0,Hyundai
Tata Tiago NRG,Petrol,2019,72556,Petrol,Manual,334000.0,7,47714.28571428572,10365.142857142857,Tata
Hyundai Creta,1.6 VTVT E Plus,2017,43145,Petrol,Manual,485000.0,9,53888.88888888889,4793.888888888889,Hyundai
Maruti Suzuki Wagon R,CNG LXI Opt,2022,28000,CNG,Manual,425000.0,4,106250.0,7000.0,Maruti Suzuki
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,83000,Petrol,Manual,325000.0,11,29545.454545454544,7545.454545454545,Ford
Mercedes-Benz E-Class,E 220d,2024,28000,Diesel,Automatic,5695000.0,2,2847500.0,14000.0,Mercedes-Benz
Maruti Suzuki Ciaz,VXi Plus,2015,75000,Petrol,Manual,355000.0,11,32272.727272727272,6818.181818181818,Maruti Suzuki
Hyundai Santro Xing,GLS,2011,120000,Petrol,Manual,,15,,8000.0,Hyundai
Honda CR-V,2.0L 2WD AT,2018,93000,Petrol,Automatic,850000.0,8,106250.0,11625.0,Honda
Honda City,VX CVT,2022,56000,Petrol,Automatic,970000.0,4,242500.0,14000.0,Honda
Maruti Suzuki Swift,ZXI,2013,34000,Petrol,Manual,250000.0,13,19230.76923076923,2615.3846153846152,Maruti Suzuki
Toyota Fortuner,2.8 2WD MT BSIV,2017,60000,Diesel,Manual,1950000.0,9,216666.66666666666,6666.666666666667,Toyota
Kia Sonet,1.5 GTX Plus Diesel DT,2022,54780,Diesel,Manual,737000.0,4,184250.0,13695.0,Kia
Honda City,i VTEC V,2016,65000,Petrol,Manual,470000.0,10,47000.0,6500.0,Honda
Hyundai Grand i10 Nios,Magna,2020,60000,Petrol,Manual,475000.0,6,79166.66666666667,10000.0,Hyundai
Kia Seltos,GTX,2019,33213,Petrol,Manual,897000.0000000001,7,128142.85714285716,4744.714285714285,Kia
Kia Sonet,HTX Plus Diesel BSVI,2020,70000,Diesel,Manual,675000.0,6,112500.0,11666.666666666666,Kia
Tata Tiago EV,XZ Plus Tech LUX LR,2026,2050,Electric,Automatic,980000.0,0,inf,inf,Tata
Toyota Fortuner,2.8 2WD MT BSIV,2019,100000,Diesel,Manual,2375000.0,7,339285.71428571426,14285.714285714286,Toyota
Hyundai Creta,1.6 VTVT AT SX Plus,2017,56979,Petrol,Automatic,470000.0,9,52222.22222222222,6331.0,Hyundai
Honda Amaze 2nd Gen,VX,2023,121161,Petrol,Manual,589000.0,3,196333.33333333334,40387.0,Honda
Tata Punch,Pure,2025,19200,Petrol,Manual,600000.0,1,600000.0,19200.0,Tata
Hyundai Grand i10,AT Sportz,2019,90043,Petrol,Automatic,360000.0,7,51428.57142857143,12863.285714285714,Hyundai
Maruti Suzuki Vitara Brezza,VXI,2022,55000,Petrol,Manual,650000.0,4,162500.0,13750.0,Maruti Suzuki
Toyota Corolla Altis,Petrol LE,2015,123032,Petrol,Manual,512000.0,11,46545.454545454544,11184.727272727272,Toyota
Maruti Suzuki Alto 800,LXi,2011,40000,Petrol,Manual,130000.0,15,8666.666666666666,2666.6666666666665,Maruti Suzuki
Mercedes-Benz GLS,450 4MATIC BSVI,2021,54000,Petrol,Automatic,7800000.0,5,1560000.0,10800.0,Mercedes-Benz
Kia Seltos,HTK Plus G,2019,30329,Petrol,Manual,670000.0,7,95714.28571428571,4332.714285714285,Kia
Toyota Glanza,E BSVI,2022,19000,Petrol,Manual,725000.0,4,181250.0,4750.0,Toyota
Mini Cooper Convertible,S,2018,21000,Petrol,Automatic,3250000.0,8,406250.0,2625.0,Mini
Kia Seltos,GTX Plus Turbo DCT,2024,21000,Petrol,Automatic,1525000.0,2,762500.0,10500.0,Kia
Toyota Fortuner,2.8 2WD AT BSIV,2017,112000,Diesel,Automatic,2090000.0,9,232222.22222222222,12444.444444444445,Toyota
Mercedes-Benz AMG A 35,4MATIC BSVI,2023,38000,Petrol,Automatic,3500000.0,3,1166666.6666666667,12666.666666666666,Mercedes-Benz
Toyota Hilux,High AT BSVI,2022,24000,Diesel,Automatic,2729000.0,4,682250.0,6000.0,Toyota
Jaguar XE,Portfolio,2019,34000,Petrol,Automatic,2250000.0,7,321428.5714285714,4857.142857142857,Jaguar
Kia Seltos,GTX Plus DCT,2020,53000,Petrol,Automatic,1130000.0,6,188333.33333333334,8833.333333333334,Kia
BMW X7,xDrive 40i M Sport,2022,29000,Petrol,Automatic,7990000.000000001,4,1997500.0000000002,7250.0,BMW
Volvo XC90,D5 Inscription,2020,65000,Diesel,Automatic,4900000.0,6,816666.6666666666,10833.333333333334,Volvo
Hyundai Creta,S Plus Knight BSVI,2023,32000,Petrol,Manual,1225000.0,3,408333.3333333333,10666.666666666666,Hyundai
Hyundai i20,Magna Plus,2019,31272,Petrol,Manual,495000.0,7,70714.28571428571,4467.428571428572,Hyundai
BMW X7,xDrive 40i M Sport,2021,75000,Petrol,Automatic,6500000.0,5,1300000.0,15000.0,BMW
Audi Q5,40 TDI Premium Plus,2020,43000,Diesel,Automatic,3400000.0,6,566666.6666666666,7166.666666666667,Audi
Honda City,ZX CVT,2022,73000,Petrol,Automatic,975000.0,4,243750.0,18250.0,Honda
Mercedes-Benz A-Class Limousine,A 200 BSVI,2023,30000,Petrol,Automatic,3300000.0,3,1100000.0,10000.0,Mercedes-Benz
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,65000,Petrol,Automatic,4200000.0,4,1050000.0,16250.0,Mercedes-Benz
Volvo XC90,D5 Inscription,2021,45000,Diesel,Automatic,5700000.0,5,1140000.0,9000.0,Volvo
Toyota Fortuner,2.8 2WD AT BSIV,2018,90000,Diesel,Automatic,2200000.0,8,275000.0,11250.0,Toyota
Hyundai i20,Asta Opt BSVI,2021,41000,Petrol,Manual,675000.0,5,135000.0,8200.0,Hyundai
Ford Ecosport,1.5 Petrol Ambiente BSIV,2018,71660,Petrol,Manual,361000.0,8,45125.0,8957.5,Ford
Porsche Cayenne Coupe,Platinum Edition BSVI,2022,39000,Petrol,Automatic,9900000.0,4,2475000.0,9750.0,Porsche
BMW X3,xDrive30i M Sport,2022,32000,Petrol,Automatic,4600000.0,4,1150000.0,8000.0,BMW
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2019,68282,Petrol,Manual,339000.0,7,48428.57142857143,9754.57142857143,Hyundai
Honda City,i VTEC VX,2015,49827,Petrol,Manual,354000.0,11,32181.81818181818,4529.727272727273,Honda
BMW X5,xDrive 30d xLine,2020,97000,Diesel,Automatic,4300000.0,6,716666.6666666666,16166.666666666666,BMW
BMW 2 Series Gran Coupe,220i M Sport BSVI,2022,16000,Petrol,Automatic,3250000.0,4,812500.0,4000.0,BMW
Toyota Fortuner,2.8 2WD AT,2020,90000,Diesel,Automatic,2700000.0,6,450000.0,15000.0,Toyota
Land Rover Range Rover Sport,SE,2017,45000,Diesel,Automatic,4475000.0,9,497222.22222222225,5000.0,Land Rover
Hyundai Creta,1.6 VTVT S,2016,84000,Petrol,Manual,479000.0,10,47900.0,8400.0,Hyundai
Toyota Corolla Altis,VL AT,2017,71000,Petrol,Automatic,844999.9999999999,9,93888.88888888888,7888.888888888889,Toyota
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,53883,Petrol,Manual,673000.0,5,134600.0,10776.6,Skoda
BMW 5 Series,530i M Sport BSVI,2023,35000,Petrol,Automatic,4700000.0,3,1566666.6666666667,11666.666666666666,BMW
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,40000,Petrol,Manual,375000.0,11,34090.90909090909,3636.3636363636365,Ford
Toyota Glanza,G,2021,38000,Petrol,Manual,549000.0,5,109800.0,7600.0,Toyota
Hyundai Alcazar,Signature (O) Diesel AT BSVI,2021,62000,Diesel,Automatic,1090000.0,5,218000.0,12400.0,Hyundai
BMW X3,xDrive20d xLine,2023,12000,Diesel,Automatic,4700000.0,3,1566666.6666666667,4000.0,BMW
Hyundai Creta,1.6 SX Automatic,2018,75000,Petrol,Automatic,795000.0,8,99375.0,9375.0,Hyundai
Kia Seltos,GTK,2019,35000,Petrol,Manual,894999.9999999999,7,127857.14285714284,5000.0,Kia
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,2990000.0,7,427142.85714285716,7714.285714285715,Mercedes-Benz
Audi Q3,Technology,2023,36000,Petrol,Automatic,3200000.0,3,1066666.6666666667,12000.0,Audi
Honda Elevate,VX Non RF,2023,22382,Petrol,Manual,1143000.0,3,381000.0,7460.666666666667,Honda
Honda City,i VTEC CVT VX,2016,75000,Petrol,Automatic,525000.0,10,52500.0,7500.0,Honda
Mahindra Thar,LX Convert Top Diesel,2024,16000,Diesel,Manual,1350000.0,2,675000.0,8000.0,Mahindra
Jaguar XJ,50 Special Edition,2019,40000,Diesel,Automatic,3900000.0,7,557142.8571428572,5714.285714285715,Jaguar
Mercedes-Benz GLA Class,200 CDI,2017,55000,Diesel,Automatic,1025000.0,9,113888.88888888889,6111.111111111111,Mercedes-Benz
Toyota Vellfire,Executive Lounge BSVI,2022,57000,Petrol,Automatic,8200000.0,4,2050000.0,14250.0,Toyota
Toyota Rumion,G,2025,5500,Petrol,Manual,1025000.0,1,1025000.0,5500.0,Toyota
BMW 6 Series,GT 630d M Sport 2018-2021,2020,66000,Diesel,Automatic,3700000.0,6,616666.6666666666,11000.0,BMW
Hyundai i20,Asta 1.2,2015,42907,Petrol,Manual,350000.0,11,31818.18181818182,3900.6363636363635,Hyundai
Hyundai i20,Magna 1.2,2016,75110,Petrol,Manual,347000.0,10,34700.0,7511.0,Hyundai
Toyota Corolla Altis,1.8 J,2016,80169,Petrol,Manual,756000.0,10,75600.0,8016.9,Toyota
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,65000,Petrol,Automatic,7100000.0,5,1420000.0,13000.0,Land Rover
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,101720,Petrol,Automatic,755000.0,7,107857.14285714286,14531.42857142857,MG
Hyundai i20,Sportz 1.2,2015,89773,Petrol,Manual,319000.0,11,29000.0,8161.181818181818,Hyundai
Honda City,V MT,2021,84000,Petrol,Manual,725000.0,5,145000.0,16800.0,Honda
Audi S5,3.0 TFSIq Tiptronic,2018,76000,Petrol,Automatic,3800000.0,8,475000.0,9500.0,Audi
Hyundai Creta,1.6 VTVT SX Plus,2017,75000,Petrol,Manual,590000.0,9,65555.55555555556,8333.333333333334,Hyundai
Jeep Compass,2.0 Limited 4X4,2018,43000,Diesel,Manual,950000.0,8,118750.0,5375.0,Jeep
Hyundai i20,Asta 1.2,2015,69413,Petrol,Manual,341000.0,11,31000.0,6310.272727272727,Hyundai
Jaguar XJ,2.0L Portfolio,2017,70000,Petrol,Automatic,3100000.0,9,344444.44444444444,7777.777777777777,Jaguar
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2022,31660,Petrol,Manual,570000.0,4,142500.0,7915.0,Hyundai
Skoda Kushaq,1.0 TSI Ambition AT BSVI,2021,40000,Petrol,Automatic,875000.0,5,175000.0,8000.0,Skoda
Tata Tigor,XZ Plus,2019,57000,Petrol,Manual,390000.0,7,55714.28571428572,8142.857142857143,Tata
Jaguar F-Pace,Prestige 2.0 Petrol,2019,56000,Petrol,Automatic,3600000.0,7,514285.71428571426,8000.0,Jaguar
Hyundai Creta,1.6 VTVT SX Plus,2015,55190,Petrol,Manual,544000.0,11,49454.545454545456,5017.272727272727,Hyundai
Mercedes-Benz C-Class,Progressive C 200,2019,47000,Petrol,Automatic,2499000.0,7,357000.0,6714.285714285715,Mercedes-Benz
Audi TT,40 TFSI,2016,66000,Petrol,Automatic,4400000.0,10,440000.0,6600.0,Audi
Honda City,i-VTEC V,2018,72000,Petrol,Manual,575000.0,8,71875.0,9000.0,Honda
Honda City,i-VTEC VX,2019,65341,Petrol,Manual,579000.0,7,82714.28571428571,9334.42857142857,Honda
Kia Seltos,GTX Plus,2019,50855,Petrol,Manual,913000.0,7,130428.57142857143,7265.0,Kia
Jaguar XF,2.0 Diesel Prestige,2019,33000,Diesel,Automatic,2700000.0,7,385714.28571428574,4714.285714285715,Jaguar
Hyundai Venue,S Turbo DCT BSIV,2019,60000,Petrol,Automatic,625000.0,7,89285.71428571429,8571.42857142857,Hyundai
Honda City,V MT,2021,27000,Petrol,Manual,749000.0,5,149800.0,5400.0,Honda
Audi Q3,30 TFSI Premium FWD,2019,41000,Petrol,Automatic,1700000.0,7,242857.14285714287,5857.142857142857,Audi
Honda City,V MT,2022,68000,Petrol,Manual,770000.0,4,192500.0,17000.0,Honda
Tata Harrier,XT Plus,2023,55023,Diesel,Manual,1375000.0,3,458333.3333333333,18341.0,Tata
Hyundai Creta,1.6 VTVT SX Plus,2018,89000,Petrol,Manual,750000.0,8,93750.0,11125.0,Hyundai
Jeep Compass,1.4 Sport DCT BSVI,2022,43355,Petrol,Automatic,1198000.0,4,299500.0,10838.75,Jeep
Hyundai Grand i10 Nios,Magna,2023,48000,Petrol,Manual,525000.0,3,175000.0,16000.0,Hyundai
BMW X1,sDrive 20d xLine,2017,82000,Diesel,Automatic,1600000.0,9,177777.77777777778,9111.111111111111,BMW
BMW X1,sDrive18d M Sport,2023,70000,Diesel,Automatic,3690000.0,3,1230000.0,23333.333333333332,BMW
Hyundai Creta,1.6 VTVT E Plus,2019,70000,Petrol,Manual,650000.0,7,92857.14285714286,10000.0,Hyundai
Maruti Suzuki Ciaz,1.4 Alpha,2020,48787,Petrol,Manual,668000.0,6,111333.33333333333,8131.166666666667,Maruti Suzuki
Ford Ecosport,1.5 Ti VCT AT Titanium BE BSIV,2016,78000,Petrol,Automatic,405000.0,10,40500.0,7800.0,Ford
Hyundai Venue,S BSVI,2022,68000,Petrol,Manual,625000.0,4,156250.0,17000.0,Hyundai
Kia Seltos,HTK Diesel,2022,46681,Diesel,Manual,893000.0,4,223250.0,11670.25,Kia
Maruti Suzuki Celerio,VXI MT BSIV,2018,40000,Petrol,Manual,325000.0,8,40625.0,5000.0,Maruti Suzuki
Mercedes-Benz C-Class,Progressive C 200,2020,58000,Petrol,Automatic,2950000.0,6,491666.6666666667,9666.666666666666,Mercedes-Benz
Honda City,V CVT,2021,39000,Petrol,Automatic,925000.0,5,185000.0,7800.0,Honda
Honda City,V CVT,2022,47000,Petrol,Automatic,885000.0,4,221250.0,11750.0,Honda
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,30600,Petrol,Automatic,5200000.0,4,1300000.0,7650.0,Mercedes-Benz
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,63000,Petrol,Manual,550000.0,7,78571.42857142857,9000.0,Ford
Renault KWID,1.0 RXT,2017,44000,Petrol,Manual,315000.0,9,35000.0,4888.888888888889,Renault
Maruti Suzuki Baleno,Alpha Diesel,2015,65902,Diesel,Manual,372000.0,11,33818.181818181816,5991.090909090909,Maruti Suzuki
Mercedes-Benz GLE,350d,2016,105000,Diesel,Automatic,1689999.9999999998,10,168999.99999999997,10500.0,Mercedes-Benz
Hyundai Grand i10,Asta,2016,50000,Petrol,Manual,395000.0,10,39500.0,5000.0,Hyundai
Toyota Fortuner,4X2 Diesel AT,2023,32000,Diesel,Automatic,3725000.0,3,1241666.6666666667,10666.666666666666,Toyota
Tata Harrier,XZA Plus AT BSVI,2020,89000,Diesel,Automatic,1075000.0,6,179166.66666666666,14833.333333333334,Tata
Hyundai Creta,1.6 SX Automatic,2019,65000,Petrol,Automatic,850000.0,7,121428.57142857143,9285.714285714286,Hyundai
Maruti Suzuki Wagon R,LXI CNG,2018,85000,CNG,Manual,325000.0,8,40625.0,10625.0,Maruti Suzuki
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,600000.0,9,66666.66666666667,6333.333333333333,Hyundai
Kia Sonet,HTX Turbo DCT,2024,51000,Petrol,Automatic,975000.0,2,487500.0,25500.0,Kia
Maruti Suzuki Baleno,1.2 Delta,2019,60843,Petrol,Manual,418000.0,7,59714.28571428572,8691.857142857143,Maruti Suzuki
Mercedes-Benz C-Class,Prime C 200,2021,35000,Petrol,Automatic,3000000.0,5,600000.0,7000.0,Mercedes-Benz
Honda Elevate,VX Non RF,2024,43025,Petrol,Manual,1125000.0,2,562500.0,21512.5,Honda
Mercedes-Benz E-Class,E 220D,2017,64000,Diesel,Automatic,1950000.0,9,216666.66666666666,7111.111111111111,Mercedes-Benz
Honda City,i VTEC CVT VX,2014,66000,Petrol,Automatic,485000.0,12,40416.666666666664,5500.0,Honda
BMW X5,xDrive40i M Sport,2025,3176,Petrol,Automatic,9900000.0,1,9900000.0,3176.0,BMW
BMW X3,xDrive30i SportX,2021,43000,Petrol,Automatic,3950000.0,5,790000.0,8600.0,BMW
Maruti Suzuki Celerio,VXI AMT,2018,39910,Petrol,Automatic,342000.0,8,42750.0,4988.75,Maruti Suzuki
Skoda Superb,Style 1.8 TSI MT,2018,75000,Petrol,Manual,1595000.0,8,199375.0,9375.0,Skoda
Mercedes-Benz AMG GLC 43,4Matic,2026,431,Petrol,Automatic,8800000.0,0,inf,inf,Mercedes-Benz
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,93101,Petrol,Manual,414000.0,7,59142.857142857145,13300.142857142857,Ford
Hyundai Creta,EX BSVI,2022,15129,Petrol,Manual,828999.9999999999,4,207249.99999999997,3782.25,Hyundai
Toyota Innova Crysta,2.7 VX 7 STR,2022,44000,Petrol,Manual,1725000.0,4,431250.0,11000.0,Toyota
Mercedes-Benz GLE,450 4Matic,2025,14706,Petrol,Automatic,9900000.0,1,9900000.0,14706.0,Mercedes-Benz
Maruti Suzuki Baleno,1.2 Delta,2018,113446,Petrol,Manual,321000.0,8,40125.0,14180.75,Maruti Suzuki
Toyota Innova Crysta,2.4 ZX 7 STR,2021,89000,Diesel,Manual,2025000.0,5,405000.0,17800.0,Toyota
Maruti Suzuki Vitara Brezza,LXI,2022,34000,Petrol,Manual,690000.0,4,172500.0,8500.0,Maruti Suzuki
BMW 6 Series,GT 630i M Sport BSVI,2023,10000,Petrol,Automatic,5700000.0,3,1900000.0,3333.3333333333335,BMW
Jeep Compass,1.4 Sport Plus BSIV,2019,63000,Petrol,Manual,678000.0,7,96857.14285714286,9000.0,Jeep
Mercedes-Benz GLE,43 AMG Coupe,2020,20000,Petrol,Automatic,6675000.0,6,1112500.0,3333.3333333333335,Mercedes-Benz
Hyundai Venue,SX Plus Turbo DCT,2020,43052,Petrol,Automatic,775000.0,6,129166.66666666667,7175.333333333333,Hyundai
Mercedes-Benz GLA,200,2026,3750,Petrol,Automatic,4500000.0,0,inf,inf,Mercedes-Benz
Lexus NX,350h Luxury,2024,8000,Petrol,Automatic,6650000.0,2,3325000.0,4000.0,Lexus
Audi A6,35 TFSI Matrix,2019,53000,Petrol,Automatic,2290000.0,7,327142.85714285716,7571.428571428572,Audi
Toyota Urban cruiser,High,2022,59000,Petrol,Manual,699000.0,4,174750.0,14750.0,Toyota
BMW X1,sDrive18i M Sport,2024,9813,Petrol,Automatic,4200000.0,2,2100000.0,4906.5,BMW
Maruti Suzuki XL6,Zeta,2021,65000,Petrol,Manual,750000.0,5,150000.0,13000.0,Maruti Suzuki
Tata Zest,Revotron 1.2T XE,2020,66000,Petrol,Manual,325000.0,6,54166.666666666664,11000.0,Tata
Tata Tigor,XZ Plus BSVI,2022,62000,Petrol,Manual,675000.0,4,168750.0,15500.0,Tata
Audi Q8,55 TFSI Quattro BSVI,2023,28010,Petrol,Automatic,7200000.0,3,2400000.0,9336.666666666666,Audi
Maruti Suzuki Baleno,1.2 Delta,2018,65002,Petrol,Manual,333000.0,8,41625.0,8125.25,Maruti Suzuki
Maruti Suzuki Baleno,1.2 Delta,2018,41258,Petrol,Manual,400000.0,8,50000.0,5157.25,Maruti Suzuki
Honda Elevate,SV Non RF,2023,17000,Petrol,Manual,980000.0,3,326666.6666666667,5666.666666666667,Honda
Volvo XC60,B5 Inscripition,2022,33254,Petrol,Automatic,4100000.0,4,1025000.0,8313.5,Volvo
Honda Jazz,V CVT,2018,46000,Petrol,Automatic,525000.0,8,65625.0,5750.0,Honda
Honda CR-V,2.0L 2WD AT,2018,137000,Petrol,Automatic,890000.0,8,111250.0,17125.0,Honda
Honda CR-V,2.0L 2WD AT,2016,55000,Petrol,Automatic,990000.0,10,99000.0,5500.0,Honda
Mercedes-Benz GLC,300,2025,3080,Petrol,Automatic,6800000.0,1,6800000.0,3080.0,Mercedes-Benz
Mercedes-Benz GLE,300d BSVI,2021,69000,Diesel,Automatic,4800000.0,5,960000.0,13800.0,Mercedes-Benz
Kia Sonet,GTX Plus Turbo iMT BSVI,2021,54000,Petrol,Manual,875000.0,5,175000.0,10800.0,Kia
Honda WR-V,VX,2018,120118,Petrol,Manual,413000.0,8,51625.0,15014.75,Honda
BMW X7,xDrive 40i M Sport,2023,39387,Petrol,Automatic,9200000.0,3,3066666.6666666665,13129.0,BMW
Maruti Suzuki Baleno,1.2 Alpha,2018,57000,Petrol,Manual,435000.0,8,54375.0,7125.0,Maruti Suzuki
Hyundai Venue,SX Plus Turbo DCT BSIV,2019,68000,Petrol,Automatic,685000.0,7,97857.14285714286,9714.285714285714,Hyundai
Mercedes-Benz EQS,580 4Matic,2026,528,Electric,Automatic,12800000.0,0,inf,inf,Mercedes-Benz
Hyundai Grand i10 Nios,Sportz CNG,2022,48000,CNG,Manual,575000.0,4,143750.0,12000.0,Hyundai
Honda City,ZX CVT,2022,20000,Petrol,Automatic,1175000.0,4,293750.0,5000.0,Honda
Tata Harrier,XTA Plus AT BSVI,2022,37035,Diesel,Automatic,1375000.0,4,343750.0,9258.75,Tata
BMW i7,eDrive50 M Sport,2025,14128,Electric,Automatic,14500000.0,1,14500000.0,14128.0,BMW
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,800000.0,7,114285.71428571429,10571.42857142857,Hyundai
Maruti Suzuki Baleno,1.2 Delta,2017,30000,Petrol,Manual,365000.0,9,40555.555555555555,3333.3333333333335,Maruti Suzuki
Maruti Suzuki Baleno,1.2 Delta,2017,60000,Petrol,Manual,390000.0,9,43333.333333333336,6666.666666666667,Maruti Suzuki
BMW 3 Series Long Wheelbase,330Li M Sport GL BSVI,2023,29159,Petrol,Automatic,4500000.0,3,1500000.0,9719.666666666666,BMW
Mercedes-Benz GLA Class,200 Sport,2017,47000,Petrol,Automatic,1600000.0,9,177777.77777777778,5222.222222222223,Mercedes-Benz
Mercedes-Benz GLS,450 4matic,2025,13500,Petrol,Automatic,13400000.0,1,13400000.0,13500.0,Mercedes-Benz
Maruti Suzuki Celerio,ZXI,2016,58948,Petrol,Manual,328000.0,10,32800.0,5894.8,Maruti Suzuki
BMW 3 Series,M340i xDrive,2024,18537,Petrol,Automatic,6700000.0,2,3350000.0,9268.5,BMW
Hyundai Creta,1.6 VTVT E Plus,2016,55000,Petrol,Manual,499000.0,10,49900.0,5500.0,Hyundai
Kia Seltos,HTK Plus,2023,37000,Petrol,Manual,1225000.0,3,408333.3333333333,12333.333333333334,Kia
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2023,60000,CNG,Manual,1150000.0,3,383333.3333333333,20000.0,Maruti Suzuki
BMW 3 Series Long Wheelbase,330Li M Sport GL,2025,11000,Petrol,Automatic,5500000.0,1,5500000.0,11000.0,BMW
Audi Q2,Technology,2021,75000,Petrol,Automatic,1875000.0,5,375000.0,15000.0,Audi
Hyundai i20,Magna 1.2,2016,35710,Petrol,Manual,305000.0,10,30500.0,3571.0,Hyundai
Hyundai Creta,SX Opt Knight Diesel AT DT,2023,29000,Diesel,Automatic,1648999.9999999998,3,549666.6666666666,9666.666666666666,Hyundai
BMW iX1,xDrive30 M Sport,2024,9360,Electric,Automatic,4400000.0,2,2200000.0,4680.0,BMW
