Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price
Maruti Suzuki Swift,1.2 VXi BSII,2010,"40,000 kms",Petrol,Manual,₹1.80 Lakh
Honda WR-V,i-VTEC VX,2019,"68,000 kms",Petrol,Manual,₹5.70 Lakh
Hyundai Grand i10,1.2 Kappa Magna BSIV,2018,"62,269 kms",Petrol,Manual,₹3.47 Lakh
MG Hector Plus,Sharp Diesel MT,2022,"44,951 kms",Diesel,Manual,₹11.32 Lakh
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2024,"20,000 kms",CNG,Manual,₹12.50 Lakh
Mercedes-Benz V-Class,Exclusive,2019,"45,000 kms",Diesel,Automatic,₹46 Lakh
Audi Q7,Technology,2023,"29,000 kms",Petrol,Automatic,₹66.50 Lakh
MG Hector Plus,1.5 Turbo Sharp Pro CVT 7 Str BSVI,2020,"79,445 kms",Petrol,Automatic,₹10.13 Lakh
Mercedes-Benz E-Class,Expression E 220 d BSIV,2019,"58,000 kms",Diesel,Automatic,₹26.50 Lakh
Mercedes-Benz V-Class,Exclusive,2019,"45,000 kms",Diesel,Automatic,₹46 Lakh
Audi Q7,Technology,2023,"29,000 kms",Petrol,Automatic,₹66.50 Lakh
Kia Seltos,HTX Plus Diesel,2022,"40,000 kms",Diesel,Manual,₹11.99 Lakh
Honda City,i VTEC CVT VX,2015,"1,20,000 kms",Petrol,Automatic,₹4.50 Lakh
MG Hector Plus,Select Diesel MT 7 STR,2021,"97,000 kms",Diesel,Manual,₹8.75 Lakh
Mercedes-Benz C-Class,C 220 CDI Avantgarde,2018,"48,000 kms",Diesel,Automatic,₹19.50 Lakh
Kia Carens,Luxury Plus iMT BSVI,2022,"72,000 kms",Petrol,Automatic,₹12.11 Lakh
Maruti Suzuki FRONX,Delta Plus AMT,2024,"24,000 kms",Petrol,Automatic,₹7.90 Lakh
Volkswagen Taigun,1.0 TSI Highline AT BSVI,2022,"60,000 kms",Petrol,Automatic,₹9 Lakh
Hyundai Creta,SX Tech,2024,"44,000 kms",Petrol,Manual,₹13.75 Lakh
Ford Ecosport,S Petrol BSIV,2019,"75,000 kms",Petrol,Manual,₹4.85 Lakh
Kia Seltos,HTK G,2020,"50,000 kms",Petrol,Manual,₹8 Lakh
Audi Q8,55 TFSI Quattro BSVI,2021,"79,000 kms",Petrol,Automatic,₹54.90 Lakh
Hyundai Grand i10,1.2 Kappa Magna BSIV,2016,"48,569 kms",Petrol,Manual,₹3.20 Lakh
Kia Carens,Prestige Plus DCT BSVI,2023,"43,000 kms",Petrol,Automatic,₹11.85 Lakh
Mahindra XUV500,W11 Option AT,2020,"80,000 kms",Diesel,Automatic,₹12 Lakh
Kia Sonet,GTX Plus Turbo DCT,2023,"20,000 kms",Petrol,Automatic,₹10.85 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2016,"52,000 kms",Petrol,Manual,₹6.25 Lakh
Hyundai Creta,S (O) iVT,2024,"4,000 kms",Petrol,Automatic,₹15.75 Lakh
Mahindra XUV500,W11 Option AT,2020,"80,000 kms",Diesel,Automatic,₹12 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2016,"52,000 kms",Petrol,Manual,₹6.25 Lakh
Hyundai Creta,S (O) iVT,2024,"4,000 kms",Petrol,Automatic,₹15.75 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2017,"1,49,000 kms",Diesel,Automatic,₹11.85 Lakh
Audi A4,30 TFSI Technology,2017,"31,000 kms",Petrol,Automatic,₹16.99 Lakh
Toyota Innova Crysta,2.4 GX 7 STR,2020,"1,32,000 kms",Diesel,Manual,₹13.99 Lakh
Toyota Land Cruiser Prado,VXL,2019,"1,46,000 kms",Diesel,Automatic,₹78 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2016,"62,726 kms",Petrol,Automatic,₹5.17 Lakh
Maruti Suzuki Wagon R,AMT VXI Plus Option,2017,"56,000 kms",Petrol,Automatic,₹3.10 Lakh
MG Hector,1.5 Turbo Savvy Pro CVT BSVI,2023,"8,000 kms",Petrol,Automatic,₹14.75 Lakh
Kia Seltos,GTX Plus S Turbo DCT,2019,"1,19,593 kms",Petrol,Automatic,₹8.83 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2018,"61,000 kms",Petrol,Manual,₹7.50 Lakh
Maruti Suzuki Alto 800,CNG LXI,2014,"56,000 kms",CNG,Manual,₹1.69 Lakh
Toyota Innova Crysta,2.8 ZX AT BSIV,2018,"1,70,000 kms",Diesel,Automatic,₹13.99 Lakh
Kia Seltos,HTK Plus G,2022,"33,000 kms",Petrol,Manual,₹9.90 Lakh
MG Hector Plus,Sharp DCT,2020,"15,000 kms",Petrol,Automatic,₹12.25 Lakh
Tata Harrier,XZ Plus Dark Edition BSVI,2021,"50,000 kms",Diesel,Manual,₹11 Lakh
Hyundai Grand i10,1.2 Kappa Magna BSIV,2019,"35,689 kms",Petrol,Manual,₹3.59 Lakh
Hyundai Creta,1.6 SX Automatic,2019,"38,000 kms",Petrol,Automatic,₹8.90 Lakh
Honda Jazz,V,2019,"40,000 kms",Petrol,Manual,₹4.65 Lakh
Maruti Suzuki Brezza,Vxi CNG,2024,"37,000 kms",CNG,Manual,₹9 Lakh
Jaguar F-Pace,Prestige 2.0 AWD,2017,"78,000 kms",Diesel,Automatic,₹20 Lakh
Mercedes-Benz V-Class,Elite,2021,"40,000 kms",Diesel,Automatic,₹60 Lakh
Toyota Innova Crysta,2.4 GX 7 STR AT,2020,"63,585 kms",Diesel,Automatic,₹16 Lakh
Volvo XC90,D5 R-Design,2017,"1,02,000 kms",Diesel,Automatic,₹19 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2017,"1,56,000 kms",Diesel,Automatic,₹10.75 Lakh
Mercedes-Benz V-Class,Exclusive,2019,"48,000 kms",Diesel,Automatic,₹45.75 Lakh
Hyundai Creta,S BSVI,2021,"43,000 kms",Petrol,Manual,₹8.80 Lakh
Audi Q7,40 TFSI Quattro Technology,2018,"55,000 kms",Petrol,Automatic,₹33 Lakh
Honda Jazz,V,2019,"40,500 kms",Petrol,Manual,₹4.60 Lakh
Lexus RX,450h Luxury,2017,"70,000 kms",Petrol,Automatic,₹35 Lakh
Hyundai Creta,1.6 SX Option,2019,"85,000 kms",Petrol,Manual,₹6.85 Lakh
Kia Sonet,HTK BSVI,2021,"70,000 kms",Petrol,Manual,₹6.50 Lakh
Kia Carnival,Prestige 6 STR,2020,"77,000 kms",Diesel,Automatic,₹19.90 Lakh
Honda Elevate,ZX CVT Non RF,2024,"22,005 kms",Petrol,Automatic,₹15.55 Lakh
Toyota Innova Crysta,2.4 G Plus MT BSIV,2019,"70,000 kms",Diesel,Manual,₹13.50 Lakh
Honda Amaze,S Option i-VTEC,2018,"78,000 kms",Petrol,Manual,₹3.85 Lakh
Audi Q7,40 TFSI Quattro,2018,"53,000 kms",Petrol,Automatic,₹31 Lakh
Toyota Innova Crysta,2.8 ZX AT BSIV,2019,"1,35,000 kms",Diesel,Automatic,₹15.75 Lakh
MG Hector,Sharp CVT,2021,"61,000 kms",Petrol,Automatic,₹11.40 Lakh
Kia Seltos,GTX,2019,"42,000 kms",Petrol,Manual,₹10.16 Lakh
Toyota Innova Crysta,2.8 ZX AT BSIV,2019,"1,35,000 kms",Diesel,Automatic,₹15.75 Lakh
MG Hector,Sharp CVT,2021,"61,000 kms",Petrol,Automatic,₹11.40 Lakh
Hyundai Grand i10 Nios,Sportz,2024,"29,322 kms",Petrol,Manual,₹6.23 Lakh
Jeep Compass,2.0 Model S Opt 4x4 AT,2022,"40,000 kms",Diesel,Automatic,₹18 Lakh
Toyota Innova Crysta,2.4 G MT,2020,"69,023 kms",Diesel,Manual,₹14.75 Lakh
Toyota Innova Crysta,2.4 G Plus MT BSIV,2019,"58,023 kms",Diesel,Manual,₹13.75 Lakh
Honda Amaze 2nd Gen,S,2018,"48,519 kms",Petrol,Manual,₹3.87 Lakh
Toyota Fortuner,4x2 Manual,2014,"2,00,000 kms",Diesel,Manual,₹8.65 Lakh
MG Gloster,Black Storm 4x4 7Str,2023,"66,000 kms",Diesel,Automatic,₹29.50 Lakh
Hyundai Venue,SX BSVI,2022,"21,000 kms",Petrol,Manual,₹8.90 Lakh
Hyundai Creta,SX Tech iVT,2024,"23,000 kms",Petrol,Automatic,₹15.95 Lakh
Mercedes-Benz E-Class,E 200 CGI,2012,"67,000 kms",Petrol,Manual,₹5.20 Lakh
Jaguar XF,2.2 Litre Luxury,2016,"70,000 kms",Diesel,Automatic,₹12.95 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2017,"59,000 kms",Petrol,Manual,₹6.50 Lakh
Toyota Innova Crysta,2.4 G MT,2020,"1,39,000 kms",Diesel,Manual,₹14.85 Lakh
Maruti Suzuki Ertiga,VXI,2014,"65,000 kms",Petrol,Manual,₹3.50 Lakh
Kia Seltos,HTK G,2020,"31,000 kms",Petrol,Manual,₹7.85 Lakh
Toyota Innova Crysta,2.4 VX MT BSIV,2018,"1,11,000 kms",Diesel,Manual,₹14 Lakh
Ford Ecosport,1.5 Petrol Titanium Plus AT,2021,"25,000 kms",Petrol,Automatic,₹8.75 Lakh
Skoda Superb,Laurin & klement BSVI,2022,"30,000 kms",Petrol,Automatic,₹25 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2017,"59,000 kms",Petrol,Manual,₹6.50 Lakh
Toyota Innova Crysta,2.4 G MT,2020,"1,39,000 kms",Diesel,Manual,₹14.85 Lakh
Kia Seltos,HTK G,2020,"31,000 kms",Petrol,Manual,₹7.85 Lakh
Land Rover Range Rover Velar,R-Dynamic S Diesel,2022,"39,000 kms",Diesel,Automatic,₹61.99 Lakh
Toyota Innova Crysta,2.4 VX MT BSIV,2018,"1,11,000 kms",Diesel,Manual,₹14 Lakh
Ford Ecosport,1.5 Petrol Titanium Plus AT,2021,"25,000 kms",Petrol,Automatic,₹8.75 Lakh
Kia Seltos,GTK,2019,"31,000 kms",Petrol,Manual,₹10.50 Lakh
Hyundai Aura,S CNG,2021,"72,000 kms",CNG,Manual,₹5.65 Lakh
MG Hector,Smart DCT,2019,"47,968 kms",Petrol,Automatic,₹7.36 Lakh
Audi Q7,40 TFSI Quattro Technology,2019,"60,000 kms",Petrol,Automatic,₹33.50 Lakh
Jaguar XF,2.0 Diesel Prestige,2015,"76,000 kms",Diesel,Automatic,₹7.90 Lakh
Hyundai i20,Sportz,2024,"32,000 kms",Petrol,Manual,₹6.92 Lakh
Toyota Innova Crysta,2.4 ZX 7 STR AT,2021,"88,000 kms",Diesel,Automatic,₹20.50 Lakh
Hyundai Creta,S BSVI,2021,"64,856 kms",Petrol,Manual,₹9 Lakh
Volvo XC60,Inscription D5,2021,"35,000 kms",Diesel,Automatic,₹35 Lakh
Mercedes-Benz E-Class,Exclusive E 220 d BSIV,2019,"70,000 kms",Diesel,Automatic,₹24.50 Lakh
Kia Seltos,HTK Plus Turbo iMT,2023,"50,000 kms",Petrol,Manual,₹11.75 Lakh
Kia Seltos,HTK Plus G,2020,"59,200 kms",Petrol,Manual,₹7.50 Lakh
Kia Seltos,HTX Diesel,2020,"44,439 kms",Diesel,Manual,₹8.08 Lakh
Hyundai Kona,Premium,2022,"60,000 kms",Electric,Automatic,₹16.50 Lakh
Volvo XC60,Inscription D5,2021,"35,000 kms",Diesel,Automatic,₹35 Lakh
Kia Seltos,HTK Plus Turbo iMT,2023,"50,000 kms",Petrol,Manual,₹11.75 Lakh
Kia Seltos,HTK Plus G,2020,"59,200 kms",Petrol,Manual,₹7.50 Lakh
MG ZS EV,Excite,2023,"60,000 kms",Electric,Automatic,₹15.50 Lakh
Kia Seltos,HTX Diesel,2020,"44,439 kms",Diesel,Manual,₹8.08 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2019,"1,25,000 kms",Diesel,Automatic,₹13.80 Lakh
Mercedes-Benz E-Class,Exclusive E 200,2023,"60,000 kms",Petrol,Automatic,₹46.90 Lakh
Toyota Fortuner,2.8 4WD AT BSIV,2017,"1,85,000 kms",Diesel,Automatic,₹19.90 Lakh
Lexus ES,300h Exquisite,2022,"12,000 kms",Petrol,Automatic,₹46 Lakh
Hyundai Grand i10,Magna,2017,"12,000 kms",Petrol,Manual,₹3.65 Lakh
Hyundai Alcazar,Prestige 7-Seater,2022,"46,221 kms",Petrol,Manual,₹10.73 Lakh
Audi A6,45 TFSI Premium Plus BSVI,2020,"24,577 kms",Petrol,Automatic,₹27 Lakh
Kia Sonet,HTX Plus Turbo iMT BSVI,2021,"28,278 kms",Petrol,Manual,₹6.10 Lakh
MG Hector,1.5 Turbo Smart,2021,"42,511 kms",Petrol,Manual,₹12.07 Lakh
Hyundai Alcazar,Platinum (O) Turbo DCT 7 Seater,2023,"43,000 kms",Petrol,Automatic,₹15.50 Lakh
BMW X1,sDrive 20d xLine,2020,"47,000 kms",Diesel,Automatic,₹20.50 Lakh
Kia Seltos,GTX Plus DCT,2023,"24,000 kms",Petrol,Automatic,₹14.50 Lakh
Hyundai Creta,S (O) iVT,2024,"22,000 kms",Petrol,Automatic,₹14.95 Lakh
Hyundai Grand i10,1.2 Kappa Asta,2018,"30,000 kms",Petrol,Manual,₹4.30 Lakh
Land Rover Discovery,HSE 2.0 SD4,2017,"46,000 kms",Petrol,Automatic,₹19.90 Lakh
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,"62,000 kms",Petrol,Manual,₹3.21 Lakh
MG Hector Plus,Sharp Hybrid MT,2021,"55,000 kms",Petrol,Manual,₹11.90 Lakh
Hyundai Alcazar,Prestige 7-Seater,2022,"46,221 kms",Petrol,Manual,₹10.73 Lakh
Volkswagen Tiguan,2.0 TDI Highline,2020,"65,000 kms",Diesel,Automatic,₹16.85 Lakh
Hyundai Creta,1.6 CRDi AT SX Plus,2018,"75,000 kms",Diesel,Automatic,₹6.75 Lakh
Kia Sonet,HTX Plus Turbo iMT BSVI,2021,"28,278 kms",Petrol,Manual,₹6.10 Lakh
Toyota Innova Crysta,2.8 ZX AT BSIV,2018,"1,70,000 kms",Diesel,Automatic,₹13.99 Lakh
Mahindra XUV700,AX7 6Str AT,2024,"16,000 kms",Petrol,Automatic,₹19.75 Lakh
MG Hector,1.5 Turbo Smart,2021,"42,511 kms",Petrol,Manual,₹12.07 Lakh
Toyota Innova Crysta,2.4 GX 7 STR AT,2020,"1,32,000 kms",Diesel,Automatic,₹14.90 Lakh
Hyundai Creta,S BSVI,2021,"64,856 kms",Petrol,Manual,₹9 Lakh
Land Rover Discovery,HSE 2.0 SD4,2017,"1,50,000 kms",Petrol,Automatic,₹17 Lakh
Kia Seltos,HTK Plus iMT,2023,"35,000 kms",Petrol,Manual,₹10 Lakh
Mercedes-Benz E-Class,E 200 CGI,2014,"64,000 kms",Petrol,Automatic,₹12.50 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2019,"26,000 kms",Petrol,Automatic,₹8.75 Lakh
Kia Carens Clavis,HTX Plus Turbo,2025,"5,000 kms",Petrol,Manual,₹18.75 Lakh
Honda City,i-VTEC CVT V,2018,"53,000 kms",Petrol,Automatic,₹5.95 Lakh
Audi Q7,45 TDI Quattro Premium Plus,2019,"1,57,000 kms",Diesel,Automatic,₹25.90 Lakh
MG Hector,Sharp AT BSIV,2020,"34,000 kms",Petrol,Automatic,₹11 Lakh
Mahindra XUV700,MX BSVI,2022,"94,000 kms",Petrol,Manual,₹9.80 Lakh
Audi Q8,55 TFSI Quattro BSVI,2021,"79,000 kms",Petrol,Automatic,₹54.90 Lakh
Hyundai Grand i10,Sportz Plus,2017,"72,000 kms",Petrol,Manual,₹3.85 Lakh
Toyota Innova Crysta,2.7 GX AT BSIV,2017,"82,000 kms",Petrol,Automatic,₹10.50 Lakh
Toyota Innova Crysta,2.4 G 7 STR,2022,"69,000 kms",Diesel,Manual,₹18.75 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2017,"1,56,000 kms",Diesel,Automatic,₹10.75 Lakh
Kia Seltos,GTX Plus DCT,2023,"39,000 kms",Petrol,Automatic,₹14.95 Lakh
Maruti Suzuki Ciaz,Zeta BSIV,2019,"58,000 kms",Petrol,Manual,₹5.49 Lakh
Tata Nexon,XM S BSVI,2022,"60,000 kms",Petrol,Manual,₹8 Lakh
Honda City,i VTEC V,2015,"46,000 kms",Petrol,Manual,₹4.95 Lakh
Honda City,VX MT,2022,"12,053 kms",Petrol,Manual,₹10.25 Lakh
Hyundai Creta,1.6 E Plus,2019,"25,000 kms",Petrol,Manual,₹7.75 Lakh
Toyota Fortuner,2.8 2WD AT BSIV,2018,"78,000 kms",Diesel,Automatic,₹23.25 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2016,"57,000 kms",Petrol,Manual,₹5.75 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,"45,000 kms",Petrol,Automatic,₹37.50 Lakh
Volkswagen Taigun,1.0 Comfortline,2024,"13,240 kms",Petrol,Manual,₹8.87 Lakh
Ford Freestyle,Titanium Petrol BSIV,2018,"56,000 kms",Petrol,Manual,₹3.75 Lakh
Honda City,i VTEC V,2015,"1,19,495 kms",Petrol,Manual,₹3.70 Lakh
Audi Q3 Sportback,40TFSI Quattro,2024,"17,000 kms",Petrol,Automatic,₹41 Lakh
Honda Jazz,V,2019,"40,000 kms",Petrol,Manual,₹4.85 Lakh
Toyota Fortuner,4X2 Diesel AT,2023,"90,000 kms",Diesel,Automatic,₹30 Lakh
Toyota Innova Crysta,2.4 G Plus MT BSIV,2019,"70,000 kms",Diesel,Manual,₹13.50 Lakh
Mercedes-Benz C-Class,C 200 CGI,2015,"64,586 kms",Petrol,Automatic,₹15 Lakh
Kia Sonet,HTX Turbo iMT BSVI,2021,"48,752 kms",Petrol,Manual,₹6.90 Lakh
Land Rover Defender,2.0 l Petrol 110 X-Dynamic HSE,2024,"24,000 kms",Petrol,Automatic,₹1.11 Crore
Honda WR-V,i-VTEC VX,2017,"1,23,355 kms",Petrol,Manual,₹3.50 Lakh
Toyota Innova Crysta,2.4 G Plus MT BSIV,2019,"58,023 kms",Diesel,Manual,₹13.75 Lakh
Toyota Innova Crysta,2.4 GX 7 STR AT,2020,"63,585 kms",Diesel,Automatic,₹16 Lakh
Hyundai Creta,SX Diesel BSVI,2021,"54,000 kms",Diesel,Manual,₹12.50 Lakh
Toyota Innova Crysta,2.4 ZX MT BSIV,2018,"43,000 kms",Diesel,Manual,₹14.75 Lakh
Kia Sonet,GTX Plus Diesel AT BSVI,2021,"50,000 kms",Diesel,Automatic,₹7.90 Lakh
MG Gloster,Black Storm 4x4 7Str,2023,"40,000 kms",Diesel,Automatic,₹29.75 Lakh
Toyota Fortuner,2.8 2WD AT BSIV,2018,"1,05,000 kms",Diesel,Automatic,₹22 Lakh
Lexus ES,300h Exquisite,2022,"12,000 kms",Petrol,Automatic,₹45.99 Lakh
Honda Amaze 2nd Gen,VX CVT BSVI,2021,"33,000 kms",Petrol,Automatic,₹6.75 Lakh
MG Hector,Sharp CVT,2021,"55,000 kms",Petrol,Automatic,₹11.25 Lakh
BMW 3 Series GT,Luxury Line,2016,"91,500 kms",Diesel,Automatic,₹13.50 Lakh
Toyota Innova Crysta,2.4 G MT,2020,"1,39,000 kms",Diesel,Manual,₹14.85 Lakh
MG Hector Plus,Sharp CVT,2021,"37,052 kms",Petrol,Automatic,₹12.75 Lakh
Mercedes-Benz V-Class,Exclusive,2019,"48,000 kms",Diesel,Automatic,₹45.75 Lakh
Maruti Suzuki Baleno,Delta,2021,"30,000 kms",Petrol,Manual,₹4.75 Lakh
Toyota Innova Crysta,2.4 VX MT BSIV,2018,"1,11,000 kms",Diesel,Manual,₹14 Lakh
Mercedes-Benz GLS,350d 4MATIC,2018,"80,000 kms",Diesel,Automatic,₹29.90 Lakh
Jaguar F-Pace,Prestige 2.0 Petrol,2019,"41,000 kms",Petrol,Automatic,₹39 Lakh
Tata Safari,XT Plus BSVI,2021,"70,000 kms",Diesel,Manual,₹10.50 Lakh
Honda City,i VTEC V,2016,"51,000 kms",Petrol,Manual,₹4.50 Lakh
Audi Q5,Technology BSVI,2023,"25,000 kms",Petrol,Automatic,₹44 Lakh
Toyota Innova Crysta,2.4 ZX 7 STR AT,2022,"60,000 kms",Diesel,Automatic,₹22.50 Lakh
Jeep Compass,Model S DCT BSVI,2023,"60,000 kms",Petrol,Automatic,₹20 Lakh
Audi Q3,Premium Plus,2023,"54,000 kms",Petrol,Automatic,₹29 Lakh
Hyundai Creta,1.6 VTVT S,2016,"65,000 kms",Petrol,Manual,₹6.40 Lakh
Mercedes-Benz GLA Class,200 CDI,2017,"34,000 kms",Diesel,Automatic,₹16.25 Lakh
Mahindra Thar,LX Hard Top Diesel,2023,"20,400 kms",Diesel,Manual,₹12.50 Lakh
Kia Seltos,GTX Plus DCT,2021,"48,023 kms",Petrol,Automatic,₹12.25 Lakh
Mercedes-Benz GLC,200,2020,"31,000 kms",Petrol,Automatic,₹36.90 Lakh
Kia Carens,Prestige BSVI,2022,"36,000 kms",Petrol,Manual,₹9.65 Lakh
Mahindra Scorpio N,Z8 AT,2024,"27,000 kms",Petrol,Automatic,₹18.75 Lakh
Mercedes-Benz E-Class,E 200 CGI,2015,"55,000 kms",Petrol,Automatic,₹15.25 Lakh
Audi Q3,30 TFSI Premium FWD,2017,"57,000 kms",Petrol,Automatic,₹16.25 Lakh
Kia Seltos,HTK G,2020,"75,000 kms",Petrol,Manual,₹7.90 Lakh
BMW 5 Series,530i M Sport BSVI,2022,"52,357 kms",Petrol,Automatic,₹45 Lakh
Hyundai Creta,SX Premium iVT,2025,"19,000 kms",Petrol,Automatic,₹17.85 Lakh
Honda City,CVT,2023,"14,091 kms",Petrol,Automatic,₹11.52 Lakh
Honda Jazz,1.2 V AT i VTEC,2017,"89,904 kms",Petrol,Automatic,₹3.48 Lakh
Ford Endeavour,Titanium Plus 4X2,2019,"50,000 kms",Diesel,Automatic,₹23 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2018,"1,37,000 kms",Diesel,Automatic,₹12.75 Lakh
Hyundai Creta,SX (O) Turbo DCT,2024,"13,185 kms",Petrol,Automatic,₹15.70 Lakh
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2023,"55,188 kms",Petrol,Automatic,₹13.83 Lakh
Jeep Meridian,Limited Opt AT 4x4,2024,"19,000 kms",Diesel,Automatic,₹27.95 Lakh
Jeep Meridian,Limited Opt AT BSVI,2022,"82,000 kms",Diesel,Automatic,₹20.95 Lakh
Mercedes-Benz GLS,400d 4MATIC BSVI,2021,"42,000 kms",Diesel,Automatic,₹81.90 Lakh
Audi Q7,45 TFSI Technology,2019,"90,000 kms",Petrol,Automatic,₹34.90 Lakh
Hyundai Grand i10,Prime T Plus CNG,2018,"68,000 kms",CNG,Manual,₹3.90 Lakh
MG Hector Plus,1.5 Turbo Sharp Pro 7 Str BSVI,2023,"19,985 kms",Petrol,Manual,₹12.38 Lakh
Kia Seltos,GTX DCT,2021,"73,052 kms",Petrol,Automatic,₹7.71 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2017,"76,258 kms",Petrol,Automatic,₹5.39 Lakh
Mahindra Scorpio,S4 Plus,2017,"60,000 kms",Diesel,Manual,₹6.90 Lakh
Kia Sonet,GTX Plus Turbo DCT BSVI,2023,"20,000 kms",Petrol,Automatic,₹10.99 Lakh
Toyota Innova Crysta,2.4 ZX 7 STR AT,2021,"88,000 kms",Diesel,Automatic,₹20.50 Lakh
Hyundai Creta,S (O) iVT,2024,"4,000 kms",Petrol,Automatic,₹15.75 Lakh
Mahindra Thar,LX 4WD Hard Top BSVI,2021,"90,000 kms",Petrol,Manual,₹9.50 Lakh
Honda Jazz,1.2 V AT i VTEC,2015,"76,000 kms",Petrol,Automatic,₹4.10 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,"48,000 kms",Petrol,Automatic,₹28.90 Lakh
Hyundai Grand i10,1.2 Kappa Magna AT,2018,"55,000 kms",Petrol,Automatic,₹4.25 Lakh
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,"21,000 kms",Petrol,Automatic,₹13.75 Lakh
Mercedes-Benz GLS,350d 4MATIC,2017,"1,26,000 kms",Diesel,Automatic,₹22 Lakh
BMW X1,sDrive 20d xLine,2018,"52,000 kms",Diesel,Automatic,₹17.90 Lakh
Hyundai Grand i10,1.2 Kappa Sportz Option AT,2018,"63,174 kms",Petrol,Automatic,₹3.60 Lakh
Toyota Fortuner,4X2 AT BSVI,2023,"28,000 kms",Petrol,Automatic,₹33 Lakh
BMW X1,sDrive 20d xLine,2017,"40,000 kms",Diesel,Automatic,₹15.90 Lakh
Mercedes-Benz E-Class,Exclusive E 200,2023,"60,000 kms",Petrol,Automatic,₹46.90 Lakh
Lexus ES,300h Exquisite,2022,"12,000 kms",Petrol,Automatic,₹46 Lakh
Mercedes-Benz GLC,300,2025,"6,800 kms",Petrol,Automatic,₹75 Lakh
Toyota Innova Crysta,2.8 GX AT BSIV,2019,"1,25,000 kms",Diesel,Automatic,₹13.80 Lakh
Audi Q3 Sportback,Technology,2023,"12,000 kms",Petrol,Automatic,₹37 Lakh
Tata Curvv,Accomplished S DCA,2024,"10,000 kms",Petrol,Automatic,₹13.10 Lakh
Mercedes-Benz GLE,300d 4Matic,2024,"36,800 kms",Diesel,Automatic,₹84 Lakh
Volvo S60,D4 Momentum BSIV,2018,"40,000 kms",Diesel,Automatic,₹14.90 Lakh
Tata Curvv,Accomplished S DCA,2025,"15,000 kms",Petrol,Automatic,₹12.78 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,"59,000 kms",Petrol,Automatic,₹43.50 Lakh
Mercedes-Benz GLS,450d 4matic,2024,"24,500 kms",Diesel,Automatic,₹1.18 Crore
Toyota Innova Crysta,2.7 GX AT BSIV,2018,"62,000 kms",Petrol,Automatic,₹13.50 Lakh
Audi Q2,Technology,2021,"76,000 kms",Petrol,Automatic,₹18.50 Lakh
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,"20,000 kms",Petrol,Manual,₹4.40 Lakh
Mercedes-Benz E-Class,Exclusive E 200,2023,"6,600 kms",Petrol,Automatic,₹61.50 Lakh
Mercedes-Benz GLC,200,2022,"74,142 kms",Petrol,Automatic,₹38.50 Lakh
Mercedes-Benz GLS,400d 4MATIC BSVI,2022,"45,000 kms",Diesel,Automatic,₹87.90 Lakh
Honda Amaze 2nd Gen,S,2023,"68,000 kms",Petrol,Manual,₹6.25 Lakh
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,"88,700 kms",Petrol,Automatic,₹32 Lakh
Toyota Innova Crysta,2.4 G 7 STR,2021,"65,000 kms",Diesel,Manual,₹14.50 Lakh
Honda City,i VTEC V,2016,"82,000 kms",Petrol,Manual,₹4.99 Lakh
Honda City,i VTEC SV,2016,"83,000 kms",Petrol,Manual,₹4.25 Lakh
Mercedes-Benz E-Class,Exclusive E 200,2023,"16,300 kms",Petrol,Automatic,₹60 Lakh
Mercedes-Benz C-Class,C 250 CDI Avantgarde,2018,"75,000 kms",Diesel,Automatic,₹18.50 Lakh
Honda Amaze 2nd Gen,S BSVI,2022,"39,000 kms",Petrol,Manual,₹5.85 Lakh
Kia Seltos,GTX Plus,2021,"54,000 kms",Petrol,Manual,₹11 Lakh
Mercedes-Benz GLC,300,2024,"9,600 kms",Petrol,Automatic,₹65 Lakh
Hyundai Creta,1.6 SX Automatic,2019,"73,000 kms",Petrol,Automatic,₹8.50 Lakh
Honda City,i VTEC V,2017,"77,000 kms",Petrol,Manual,₹4.90 Lakh
Mercedes-Benz E-Class,E 200 CGI,2017,"34,000 kms",Petrol,Automatic,₹24.90 Lakh
