Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year
Hyundai Creta,1.6 VTVT SX Plus,2018,89000,Petrol,Manual,750000.0,8,93750.0,11125.0
Jeep Compass,1.4 Sport DCT BSVI,2022,43355,Petrol,Automatic,1198000.0,4,299500.0,10838.75
Hyundai Grand i10 Nios,Magna,2023,48000,Petrol,Manual,525000.0,3,175000.0,16000.0
BMW X1,sDrive 20d xLine,2017,82000,Diesel,Automatic,1600000.0,9,177777.78,9111.11
BMW X1,sDrive18d M Sport,2023,70000,Diesel,Automatic,3690000.0,3,1230000.0,23333.33
Hyundai Creta,1.6 VTVT E Plus,2019,70000,Petrol,Manual,650000.0,7,92857.14,10000.0
Maruti Suzuki Ciaz,1.4 Alpha,2020,48787,Petrol,Manual,668000.0,6,111333.33,8131.17
Ford Ecosport,1.5 Ti VCT AT Titanium BE BSIV,2016,78000,Petrol,Automatic,405000.0,10,40500.0,7800.0
Hyundai Venue,S BSVI,2022,68000,Petrol,Manual,625000.0,4,156250.0,17000.0
Kia Seltos,HTK Diesel,2022,46681,Diesel,Manual,893000.0,4,223250.0,11670.25
Maruti Suzuki Celerio,VXI MT BSIV,2018,40000,Petrol,Manual,325000.0,8,40625.0,5000.0
Mercedes-Benz C-Class,Progressive C 200,2020,58000,Petrol,Automatic,2950000.0,6,491666.67,9666.67
Honda City,V CVT,2021,39000,Petrol,Automatic,925000.0,5,185000.0,7800.0
Honda City,V CVT,2022,47000,Petrol,Automatic,885000.0,4,221250.0,11750.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,30600,Petrol,Automatic,5200000.0,4,1300000.0,7650.0
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,63000,Petrol,Manual,550000.0,7,78571.43,9000.0
Renault KWID,1.0 RXT,2017,44000,Petrol,Manual,315000.0,9,35000.0,4888.89
Maruti Suzuki Baleno,Alpha Diesel,2015,65902,Diesel,Manual,372000.0,11,33818.18,5991.09
Mercedes-Benz GLE,350d,2016,105000,Diesel,Automatic,1689999.9999999998,10,169000.0,10500.0
Hyundai Grand i10,Asta,2016,50000,Petrol,Manual,395000.0,10,39500.0,5000.0
Toyota Fortuner,4X2 Diesel AT,2023,32000,Diesel,Automatic,3725000.0,3,1241666.67,10666.67
Tata Harrier,XZA Plus AT BSVI,2020,89000,Diesel,Automatic,1075000.0,6,179166.67,14833.33
Hyundai Creta,1.6 SX Automatic,2019,65000,Petrol,Automatic,850000.0,7,121428.57,9285.71
Maruti Suzuki Wagon R,LXI CNG,2018,85000,CNG,Manual,325000.0,8,40625.0,10625.0
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,600000.0,9,66666.67,6333.33
Kia Sonet,HTX Turbo DCT,2024,51000,Petrol,Automatic,975000.0,2,487500.0,25500.0
Maruti Suzuki Baleno,1.2 Delta,2019,60843,Petrol,Manual,418000.0,7,59714.29,8691.86
Mercedes-Benz C-Class,Prime C 200,2021,35000,Petrol,Automatic,3000000.0,5,600000.0,7000.0
Honda Elevate,VX Non RF,2024,43025,Petrol,Manual,1125000.0,2,562500.0,21512.5
Mercedes-Benz E-Class,E 220D,2017,64000,Diesel,Automatic,1950000.0,9,216666.67,7111.11
Honda City,i VTEC CVT VX,2014,66000,Petrol,Automatic,484999.99999999994,12,40416.67,5500.0
BMW X5,xDrive40i M Sport,2025,3176,Petrol,Automatic,9900000.0,1,9900000.0,3176.0
BMW X3,xDrive30i SportX,2021,43000,Petrol,Automatic,3950000.0,5,790000.0,8600.0
Maruti Suzuki Celerio,VXI AMT,2018,39910,Petrol,Automatic,342000.0,8,42750.0,4988.75
Skoda Superb,Style 1.8 TSI MT,2018,75000,Petrol,Manual,1595000.0,8,199375.0,9375.0
Mercedes-Benz AMG GLC 43,4Matic,2026,431,Petrol,Automatic,8800000.0,0,inf,inf
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,93101,Petrol,Manual,413999.99999999994,7,59142.86,13300.14
Hyundai Creta,EX BSVI,2022,15129,Petrol,Manual,828999.9999999999,4,207250.0,3782.25
Toyota Innova Crysta,2.7 VX 7 STR,2022,44000,Petrol,Manual,1725000.0,4,431250.0,11000.0
Mercedes-Benz GLE,450 4Matic,2025,14706,Petrol,Automatic,9900000.0,1,9900000.0,14706.0
Maruti Suzuki Baleno,1.2 Delta,2018,113446,Petrol,Manual,321000.0,8,40125.0,14180.75
Toyota Innova Crysta,2.4 ZX 7 STR,2021,89000,Diesel,Manual,2025000.0,5,405000.0,17800.0
Maruti Suzuki Vitara Brezza,LXI,2022,34000,Petrol,Manual,690000.0,4,172500.0,8500.0
BMW 6 Series,GT 630i M Sport BSVI,2023,10000,Petrol,Automatic,5700000.0,3,1900000.0,3333.33
Jeep Compass,1.4 Sport Plus BSIV,2019,63000,Petrol,Manual,678000.0,7,96857.14,9000.0
Mercedes-Benz GLE,43 AMG Coupe,2020,20000,Petrol,Automatic,6675000.0,6,1112500.0,3333.33
Hyundai Venue,SX Plus Turbo DCT,2020,43052,Petrol,Automatic,775000.0,6,129166.67,7175.33
Mercedes-Benz GLA,200,2026,3750,Petrol,Automatic,4500000.0,0,inf,inf
Lexus NX,350h Luxury,2024,8000,Petrol,Automatic,6650000.0,2,3325000.0,4000.0
Audi A6,35 TFSI Matrix,2019,53000,Petrol,Automatic,2290000.0,7,327142.86,7571.43
Toyota Urban cruiser,High,2022,59000,Petrol,Manual,699000.0,4,174750.0,14750.0
BMW X1,sDrive18i M Sport,2024,9813,Petrol,Automatic,4200000.0,2,2100000.0,4906.5
Maruti Suzuki XL6,Zeta,2021,65000,Petrol,Manual,750000.0,5,150000.0,13000.0
Tata Zest,Revotron 1.2T XE,2020,66000,Petrol,Manual,325000.0,6,54166.67,11000.0
Tata Tigor,XZ Plus BSVI,2022,62000,Petrol,Manual,675000.0,4,168750.0,15500.0
Audi Q8,55 TFSI Quattro BSVI,2023,28010,Petrol,Automatic,7200000.0,3,2400000.0,9336.67
Maruti Suzuki Baleno,1.2 Delta,2018,65002,Petrol,Manual,333000.0,8,41625.0,8125.25
Maruti Suzuki Baleno,1.2 Delta,2018,41258,Petrol,Manual,400000.0,8,50000.0,5157.25
Honda Elevate,SV Non RF,2023,17000,Petrol,Manual,980000.0000000001,3,326666.67,5666.67
Volvo XC60,B5 Inscripition,2022,33254,Petrol,Automatic,4100000.0,4,1025000.0,8313.5
Honda Jazz,V CVT,2018,46000,Petrol,Automatic,525000.0,8,65625.0,5750.0
Honda CR-V,2.0L 2WD AT,2018,137000,Petrol,Automatic,890000.0,8,111250.0,17125.0
Honda CR-V,2.0L 2WD AT,2016,55000,Petrol,Automatic,990000.0,10,99000.0,5500.0
Mercedes-Benz GLC,300,2025,3080,Petrol,Automatic,6800000.0,1,6800000.0,3080.0
Mercedes-Benz GLE,300d BSVI,2021,69000,Diesel,Automatic,4800000.0,5,960000.0,13800.0
Kia Sonet,GTX Plus Turbo iMT BSVI,2021,54000,Petrol,Manual,875000.0,5,175000.0,10800.0
Honda WR-V,VX,2018,120118,Petrol,Manual,413000.0,8,51625.0,15014.75
BMW X7,xDrive 40i M Sport,2023,39387,Petrol,Automatic,9200000.0,3,3066666.67,13129.0
Maruti Suzuki Baleno,1.2 Alpha,2018,57000,Petrol,Manual,434999.99999999994,8,54375.0,7125.0
Hyundai Venue,SX Plus Turbo DCT BSIV,2019,68000,Petrol,Automatic,685000.0,7,97857.14,9714.29
Mercedes-Benz EQS,580 4Matic,2026,528,Electric,Automatic,12800000.0,0,inf,inf
Hyundai Grand i10 Nios,Sportz CNG,2022,48000,CNG,Manual,575000.0,4,143750.0,12000.0
Honda City,ZX CVT,2022,20000,Petrol,Automatic,1175000.0,4,293750.0,5000.0
Tata Harrier,XTA Plus AT BSVI,2022,37035,Diesel,Automatic,1375000.0,4,343750.0,9258.75
BMW i7,eDrive50 M Sport,2025,14128,Electric,Automatic,14500000.0,1,14500000.0,14128.0
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,800000.0,7,114285.71,10571.43
Maruti Suzuki Baleno,1.2 Delta,2017,30000,Petrol,Manual,365000.0,9,40555.56,3333.33
Maruti Suzuki Baleno,1.2 Delta,2017,60000,Petrol,Manual,390000.0,9,43333.33,6666.67
BMW 3 Series Long Wheelbase,330Li M Sport GL BSVI,2023,29159,Petrol,Automatic,4500000.0,3,1500000.0,9719.67
Mercedes-Benz GLA Class,200 Sport,2017,47000,Petrol,Automatic,1600000.0,9,177777.78,5222.22
Mercedes-Benz GLS,450 4matic,2025,13500,Petrol,Automatic,13400000.0,1,13400000.0,13500.0
Maruti Suzuki Celerio,ZXI,2016,58948,Petrol,Manual,328000.0,10,32800.0,5894.8
BMW 3 Series,M340i xDrive,2024,18537,Petrol,Automatic,6700000.0,2,3350000.0,9268.5
Hyundai Creta,1.6 VTVT E Plus,2016,55000,Petrol,Manual,499000.0,10,49900.0,5500.0
Kia Seltos,HTK Plus,2023,37000,Petrol,Manual,1225000.0,3,408333.33,12333.33
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2023,60000,CNG,Manual,1150000.0,3,383333.33,20000.0
BMW 3 Series Long Wheelbase,330Li M Sport GL,2025,11000,Petrol,Automatic,5500000.0,1,5500000.0,11000.0
Audi Q2,Technology,2021,75000,Petrol,Automatic,1875000.0,5,375000.0,15000.0
Hyundai i20,Magna 1.2,2016,35710,Petrol,Manual,305000.0,10,30500.0,3571.0
Hyundai Creta,SX Opt Knight Diesel AT DT,2023,29000,Diesel,Automatic,1648999.9999999998,3,549666.67,9666.67
BMW iX1,xDrive30 M Sport,2024,9360,Electric,Automatic,4400000.0,2,2200000.0,4680.0
BMW X5,xDrive 30d xLine,2019,65000,Diesel,Automatic,2790000.0,7,398571.43,9285.71
BMW 6 Series,GT,2018,23000,Petrol,Automatic,3400000.0,8,425000.0,2875.0
Land Rover Range Rover Sport,2.0 Petrol SE,2020,65000,Petrol,Automatic,5700000.0,6,950000.0,10833.33
Jeep Compass,2.0 Limited 4X4,2017,92000,Diesel,Manual,790000.0,9,87777.78,10222.22
Mercedes-Benz E-Class,E 200,2024,14000,Petrol,Automatic,6200000.0,2,3100000.0,7000.0
Toyota Glanza,E,2023,14000,Petrol,Manual,610000.0,3,203333.33,4666.67
Mercedes-Benz C-Class,C 200,2024,8738,Petrol,Automatic,4500000.0,2,2250000.0,4369.0
Skoda Kushaq,1.0 TSI Ambition BSVI,2022,45780,Petrol,Manual,769000.0,4,192250.0,11445.0
Hyundai Creta,1.6 VTVT AT SX Plus,2016,59433,Petrol,Automatic,447000.0,10,44700.0,5943.3
Mahindra Bolero Power Plus,SLX,2019,102000,Diesel,Manual,560000.0,7,80000.0,14571.43
Porsche Cayenne,E-Hybrid Platinum Edition,2022,42939,Petrol,Automatic,9900000.0,4,2475000.0,10734.75
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2021,40000,Diesel,Manual,1025000.0,5,205000.0,8000.0
Maruti Suzuki Baleno,Delta,2022,60000,Petrol,Manual,579000.0,4,144750.0,15000.0
Hyundai i20,1.2 Asta,2018,65884,Petrol,Manual,385000.0,8,48125.0,8235.5
Mercedes-Benz GLE,300d BSVI,2022,47894,Diesel,Automatic,6000000.0,4,1500000.0,11973.5
Mercedes-Benz GLE,400 4MATIC,2017,89000,Petrol,Automatic,2675000.0,9,297222.22,9888.89
Jeep Meridian,Limited Opt 4x4 AT,2024,27000,Diesel,Automatic,3095000.0,2,1547500.0,13500.0
Tata Tigor,XZ,2018,72006,Petrol,Manual,317000.0,8,39625.0,9000.75
Mercedes-Benz GLE,300d 4Matic AMG Line,2026,3978,Diesel,Automatic,9300000.0,0,inf,inf
Ford Ecosport,1.5 Ti VCT AT Titanium,2017,72666,Petrol,Automatic,449000.0,9,49888.89,8074.0
Toyota Fortuner,2.8 2WD AT BSIV,2018,99000,Diesel,Automatic,2275000.0,8,284375.0,12375.0
Maruti Suzuki Celerio,ZXI AT Optional,2016,54000,Petrol,Automatic,325000.0,10,32500.0,5400.0
Mercedes-Benz C-Class,Progressive C 220d,2022,57458,Diesel,Automatic,3600000.0,4,900000.0,14364.5
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,29000,Petrol,Automatic,1449000.0,5,289800.0,5800.0
Maruti Suzuki Baleno,1.2 CVT Zeta,2016,72542,Petrol,Automatic,345000.0,10,34500.0,7254.2
MG Astor,Savvy Turbo AT BSVI,2023,17000,Petrol,Automatic,1145000.0,3,381666.67,5666.67
Mercedes-Benz S-Class,S 350d BSVI,2022,18699,Diesel,Automatic,9600000.0,4,2400000.0,4674.75
Maruti Suzuki Ciaz,AT ZXi Plus,2016,62000,Petrol,Automatic,425000.0,10,42500.0,6200.0
Maruti Suzuki Baleno,1.2 CVT Zeta,2018,68000,Petrol,Automatic,445000.0,8,55625.0,8500.0
Maruti Suzuki Vitara Brezza,LXI,2022,25000,Petrol,Manual,685000.0,4,171250.0,6250.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2023,32000,Petrol,Automatic,5650000.0,3,1883333.33,10666.67
Kia Seltos,GTX Plus DCT,2019,55000,Petrol,Automatic,880000.0000000001,7,125714.29,7857.14
Tata Harrier,XT plus 2020-2022,2021,55000,Diesel,Manual,1175000.0,5,235000.0,11000.0
Audi Q3,35 TDI Quattro Premium Plus,2016,75000,Diesel,Automatic,899000.0,10,89900.0,7500.0
Hyundai Venue,SX Plus Turbo DCT,2021,44800,Petrol,Automatic,750000.0,5,150000.0,8960.0
Mercedes-Benz S-Class,S 450,2019,62000,Petrol,Automatic,4700000.0,7,671428.57,8857.14
Honda City,i-VTEC CVT V,2017,75238,Petrol,Automatic,448000.00000000006,9,49777.78,8359.78
Honda Amaze 2nd Gen,S,2016,76389,Petrol,Manual,325000.0,10,32500.0,7638.9
BMW X1,sDrive18i M Sport,2025,3000,Petrol,Automatic,4990000.0,1,4990000.0,3000.0
Toyota Innova Crysta,2.7 ZX 7 STR AT,2022,29260,Petrol,Automatic,1886000.0,4,471500.0,7315.0
Nissan Terrano,XL,2016,67000,Petrol,Manual,370000.0,10,37000.0,6700.0
BMW i5,M60 xDrive,2024,12863,Electric,Automatic,8000000.0,2,4000000.0,6431.5
Jeep Compass,2.0 Longitude Option BSIV,2018,85000,Diesel,Manual,750000.0,8,93750.0,10625.0
Volvo XC60,D4 Momentum,2017,75000,Diesel,Automatic,1150000.0,9,127777.78,8333.33
Mahindra XUV500,AT W10 FWD,2017,66000,Diesel,Automatic,675000.0,9,75000.0,7333.33
BMW 6 Series,GT 630i M Sport BSVI,2023,18400,Petrol,Automatic,5700000.0,3,1900000.0,6133.33
Honda Jazz,1.2 V AT i VTEC,2015,72000,Petrol,Automatic,325000.0,11,29545.45,6545.45
Toyota Fortuner,4X2 Diesel BSVI,2021,82000,Diesel,Manual,2950000.0,5,590000.0,16400.0
Hyundai i20,Petrol Asta,2019,62000,Petrol,Manual,550000.0,7,78571.43,8857.14
BMW 5 Series,530i M Sport,2021,33000,Petrol,Automatic,4300000.0,5,860000.0,6600.0
Mercedes-Benz GLC,Progressive 300,2017,18000,Petrol,Automatic,2500000.0,9,277777.78,2000.0
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,570000.0,4,142500.0,11500.0
Maruti Suzuki Grand Vitara,Alpha,2024,32000,Petrol,Manual,1350000.0,2,675000.0,16000.0
BMW 3 Series Long Wheelbase,320Ld M Sport,2025,12942,Diesel,Automatic,5000000.0,1,5000000.0,12942.0
BMW 6 Series,GT,2018,58000,Petrol,Automatic,2600000.0,8,325000.0,7250.0
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2018,69600,Petrol,Manual,378000.0,8,47250.0,8700.0
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,20000,Petrol,Automatic,11000000.0,4,2750000.0,5000.0
BMW i7,eDrive50 M Sport,2025,2621,Electric,Automatic,14500000.0,1,14500000.0,2621.0
Maruti Suzuki Ciaz,1.4 Sigma,2017,54982,Petrol,Manual,355000.0,9,39444.44,6109.11
Toyota Fortuner,4X2 Diesel AT,2024,90000,Diesel,Automatic,3600000.0,2,1800000.0,45000.0
Kia Sonet,HTX Diesel BSVI,2021,99945,Diesel,Manual,624000.0,5,124800.0,19989.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,13800,Petrol,Automatic,5000000.0,4,1250000.0,3450.0
Mercedes-Benz GLC,220d,2025,6000,Diesel,Automatic,6790000.000000001,1,6790000.0,6000.0
Ford Ecosport,1.5 Diesel Titanium BSIV,2020,78000,Diesel,Manual,695000.0,6,115833.33,13000.0
Mahindra XUV500,AT W10 FWD,2017,100000,Diesel,Automatic,599000.0,9,66555.56,11111.11
BMW 6 Series,GT 630i M Sport,2024,20582,Petrol,Automatic,6000000.0,2,3000000.0,10291.0
Honda City,i-VTEC CVT V,2019,100671,Petrol,Automatic,554000.0,7,79142.86,14381.57
Mahindra XUV700,AX5 5Str,2024,13000,Petrol,Manual,1399000.0,2,699500.0,6500.0
Maruti Suzuki Swift,VXI 2018,2018,52000,Petrol,Manual,470000.0,8,58750.0,6500.0
BMW 3 Series Long Wheelbase,330Li M Sport First Edition,2023,14000,Petrol,Automatic,4200000.0,3,1400000.0,4666.67
Hyundai Verna,SX Plus iVT,2025,36000,Petrol,Automatic,1425000.0,1,1425000.0,36000.0
Hyundai Verna,SX IVT,2025,36000,Petrol,Automatic,1425000.0,1,1425000.0,36000.0
Maruti Suzuki Ertiga,VXi CNG,2023,43000,CNG,Manual,950000.0,3,316666.67,14333.33
BMW X3,xDrive30i M Sport,2022,34768,Petrol,Automatic,4500000.0,4,1125000.0,8692.0
Tata Sierra,Accomplished,2026,100,Petrol,Manual,1798999.9999999998,0,inf,inf
Hyundai Verna,1.6 VTVT SX,2015,70000,Petrol,Manual,330000.0,11,30000.0,6363.64
Mahindra Scorpio N,Z8 Diesel AT BSVI,2023,25950,Diesel,Automatic,1950000.0,3,650000.0,8650.0
BMW X3,xDrive 20 M Sport,2025,7217,Petrol,Automatic,6900000.0,1,6900000.0,7217.0
Toyota Camry,2.5 Hybrid,2024,23000,Petrol,Automatic,3400000.0,2,1700000.0,11500.0
Maruti Suzuki Swift,LXI BSVI,2021,29000,Petrol,Manual,500000.0,5,100000.0,5800.0
Hyundai Exter,SX Opt AMT,2024,28000,Petrol,Automatic,775000.0,2,387500.0,14000.0
Mercedes-Benz GLC,300,2026,19174,Petrol,Automatic,6500000.0,0,inf,inf
Maruti Suzuki Wagon R,LXI CNG,2015,71000,CNG,Manual,210000.0,11,19090.91,6454.55
Tata Tiago,1.2 Revotron XTA,2019,59000,Petrol,Automatic,399000.0,7,57000.0,8428.57
Maruti Suzuki Ignis,1.2 AMT Delta BSIV,2018,85000,Petrol,Automatic,398000.0,8,49750.0,10625.0
BMW 5 Series,530i M Sport BSVI,2022,41814,Petrol,Automatic,4750000.0,4,1187500.0,10453.5
Maruti Suzuki Vitara Brezza,LDi Option,2017,64000,Diesel,Manual,390000.0,9,43333.33,7111.11
Maruti Suzuki Celerio,VXI CNG BSVI,2022,40000,CNG,Manual,465000.00000000006,4,116250.0,10000.0
Mahindra Scorpio N,Z8L 6 Str BSVI,2022,42000,Petrol,Manual,1568000.0,4,392000.0,10500.0
Land Rover Range Rover Evoque,2.0 R-Dynamic SE diesel 2020-2021,2021,40094,Diesel,Automatic,4200000.0,5,840000.0,8018.8
Maruti Suzuki Swift,VXi Opt,2025,9500,Petrol,Manual,700000.0,1,700000.0,9500.0
Maruti Suzuki Swift,LXI,2023,15000,Petrol,Manual,530000.0,3,176666.67,5000.0
Maruti Suzuki Brezza,VXi BSVI,2022,43000,Petrol,Manual,750000.0,4,187500.0,10750.0
Toyota Camry,Hybrid,2016,96585,Petrol,Automatic,1050000.0,10,105000.0,9658.5
Honda City,ZX MT,2023,8587,Petrol,Manual,1052000.0,3,350666.67,2862.33
Mahindra Thar,LX Hard Top AT RWD,2024,20000,Petrol,Automatic,1249000.0,2,624500.0,10000.0
Hyundai Elantra,VTVT SX Option AT,2020,64000,Petrol,Automatic,1075000.0,6,179166.67,10666.67
Maruti Suzuki Baleno,Sigma,2021,69000,Petrol,Manual,484999.99999999994,5,97000.0,13800.0
Kia Syros,HTK Opt Diesel,2025,6000,Diesel,Manual,1080000.0,1,1080000.0,6000.0
Mercedes-Benz E-Class,E 200 CGI,2016,53000,Petrol,Automatic,1645000.0,10,164500.0,5300.0
Honda Amaze,S i-VTEC,2017,32000,Petrol,Manual,375000.0,9,41666.67,3555.56
Mercedes-Benz CLE Cabriolet,300 4Matic AMG Line,2026,428,Petrol,Automatic,11000000.0,0,inf,inf
Maruti Suzuki Victoris,VXI CNG,2025,2500,CNG,Manual,1395000.0,1,1395000.0,2500.0
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1650000.0,10,165000.0,3400.0
Honda City,ZX MT,2023,9698,Petrol,Manual,1052000.0,3,350666.67,3232.67
Audi A3 cabriolet,1.4 TFSI,2020,42174,Petrol,Automatic,5000000.0,6,833333.33,7029.0
Kia Carens,Luxury Turbo 2022-2023,2022,42000,Petrol,Manual,1135000.0,4,283750.0,10500.0
Maruti Suzuki Brezza,Vxi,2023,57000,Petrol,Manual,875000.0,3,291666.67,19000.0
Maruti Suzuki Brezza,Zxi Plus AT BSVI,2022,35000,Petrol,Automatic,985000.0,4,246250.0,8750.0
Tata Punch,Adventure BSVI,2023,27418,Petrol,Manual,501000.0,3,167000.0,9139.33
Maruti Suzuki Wagon R,VXI BS IV,2015,72000,Petrol,Manual,245000.00000000003,11,22272.73,6545.45
Honda Jazz,1.2 V i VTEC,2015,78000,Petrol,Manual,275000.0,11,25000.0,7090.91
Maruti Suzuki Celerio,ZXI AMT,2018,39619,Petrol,Automatic,379000.0,8,47375.0,4952.38
Toyota Fortuner Legender,4x4 AT BSVI,2022,75000,Diesel,Automatic,3750000.0,4,937500.0,18750.0
Toyota Innova Hycross,ZX Hybrid,2024,23000,Petrol,Automatic,3050000.0,2,1525000.0,11500.0
BMW X5,xDrive 30d xLine,2021,52000,Diesel,Automatic,4975000.0,5,995000.0,10400.0
Maruti Suzuki Baleno,Zeta,2021,68462,Petrol,Manual,499000.0,5,99800.0,13692.4
Honda Amaze,VX Petrol,2023,22433,Petrol,Manual,687000.0,3,229000.0,7477.67
Toyota Innova Crysta,2.4 G 7 STR,2021,55000,Diesel,Manual,1275000.0,5,255000.0,11000.0
Honda City,S,2013,95846,Petrol,Manual,225000.0,13,17307.69,7372.77
Skoda Slavia,1.5 TSI Style DSG,2024,14000,Petrol,Automatic,1500000.0,2,750000.0,7000.0
Skoda Superb,Laurin & klement BSVI,2022,36000,Petrol,Automatic,2000000.0,4,500000.0,9000.0
Honda Amaze,S i-VTEC,2018,61000,Petrol,Manual,424000.0,8,53000.0,7625.0
Maruti Suzuki Baleno,1.2 CVT Zeta,2017,84157,Petrol,Automatic,379000.0,9,42111.11,9350.78
Honda City,ZX MT,2022,39153,Petrol,Manual,1133000.0,4,283250.0,9788.25
Mahindra XUV500,W9 AT BSIV,2018,70000,Diesel,Automatic,750000.0,8,93750.0,8750.0
Volvo S90,D4 Inscription BSIV,2018,119000,Diesel,Automatic,1789999.9999999998,8,223750.0,14875.0
Mahindra XUV500,R W10 FWD,2017,80000,Diesel,Manual,640000.0,9,71111.11,8888.89
Toyota Glanza,G CNG BSVI,2023,75000,CNG,Manual,690000.0,3,230000.0,25000.0
Maruti Suzuki Baleno,1.2 Delta,2018,60414,Petrol,Manual,380000.0,8,47500.0,7551.75
Maruti Suzuki Baleno,1.2 Delta,2017,42301,Petrol,Manual,340000.0,9,37777.78,4700.11
Hyundai Venue,S Plus,2022,32000,Petrol,Manual,585000.0,4,146250.0,8000.0
Honda City,i-VTEC CVT ZX,2017,37519,Petrol,Automatic,598000.0,9,66444.44,4168.78
Mahindra Thar,LX 4-Str Hard Top AT RWD BSVI,2023,11900,Petrol,Automatic,1350000.0,3,450000.0,3966.67
Honda City,ZX CVT,2021,53658,Petrol,Automatic,1080000.0,5,216000.0,10731.6
Toyota Corolla Altis,G AT,2015,87853,Petrol,Automatic,465000.00000000006,11,42272.73,7986.64
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,1975000.0,3,658333.33,14333.33
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,625000.0,6,104166.67,9166.67
Maruti Suzuki Baleno,1.2 Zeta,2019,41108,Petrol,Manual,480000.0,7,68571.43,5872.57
Maruti Suzuki Baleno,1.2 Zeta,2018,54000,Petrol,Manual,440000.00000000006,8,55000.0,6750.0
Mahindra Thar,LX Hard Top AT,2024,13000,Petrol,Automatic,1190000.0,2,595000.0,6500.0
Kia Syros,HTX Turbo,2025,16759,Petrol,Manual,1362000.0,1,1362000.0,16759.0
Hyundai Venue,SX Turbo,2021,76385,Petrol,Manual,576000.0,5,115200.0,15277.0
Maruti Suzuki Baleno,1.2 Alpha,2019,59060,Petrol,Manual,455999.99999999994,7,65142.86,8437.14
Hyundai Grand i10,Sportz,2014,82749,Petrol,Manual,250000.0,12,20833.33,6895.75
Maruti Suzuki Baleno,1.2 Zeta,2019,50701,Petrol,Manual,466000.0,7,66571.43,7243.0
Toyota Innova Crysta,2.8 GX AT BSIV,2018,159000,Diesel,Automatic,1350000.0,8,168750.0,19875.0
Maruti Suzuki Baleno,Zeta,2021,50000,Petrol,Manual,535000.0,5,107000.0,10000.0
Maruti Suzuki Baleno,Delta,2020,41134,Petrol,Manual,434999.99999999994,6,72500.0,6855.67
Skoda Superb,Sportline BSVI,2021,58000,Petrol,Automatic,1995000.0,5,399000.0,11600.0
Maruti Suzuki Ciaz,Sigma,2024,7000,Petrol,Manual,856000.0,2,428000.0,3500.0
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,297000,Diesel,Manual,1175000.0,8,146875.0,37125.0
Land Rover Range Rover Evoque,2.0 S diesel 2020-2021,2021,75000,Diesel,Automatic,3690000.0,5,738000.0,15000.0
Maruti Suzuki Baleno,Delta,2022,16000,Petrol,Manual,525000.0,4,131250.0,4000.0
Mahindra XUV500,W9 AT BSIV,2018,75000,Diesel,Automatic,750000.0,8,93750.0,9375.0
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,27000,Petrol,Automatic,3000000.0,7,428571.43,3857.14
Mahindra Thar,LX Hard Top Diesel RWD,2024,13500,Diesel,Manual,1275000.0,2,637500.0,6750.0
Toyota Glanza,V AMT BSVI,2023,38000,Petrol,Automatic,749000.0,3,249666.67,12666.67
Nissan Terrano,XL,2016,65000,Petrol,Manual,360000.0,10,36000.0,6500.0
Tata Harrier,XZA Plus Dark Edition AT 2020-2022,2021,45000,Diesel,Automatic,1290000.0,5,258000.0,9000.0
Mercedes-Benz C-Class,Progressive C 200,2019,27000,Petrol,Automatic,2600000.0,7,371428.57,3857.14
Maruti Suzuki Baleno,Alpha Diesel,2017,85567,Diesel,Manual,408000.0,9,45333.33,9507.44
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,66357,Petrol,Automatic,459000.0,9,51000.0,7373.0
Hyundai Grand i10,Asta Option,2016,33500,Petrol,Manual,299000.0,10,29900.0,3350.0
Kia Sonet,Gravity,2024,24000,Petrol,Manual,875000.0,2,437500.0,12000.0
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,90205,Petrol,Automatic,753000.0,7,107571.43,12886.43
Skoda Superb,LK 1.8 TSI AT,2020,39000,Petrol,Automatic,1748999.9999999998,6,291500.0,6500.0
Mercedes-Benz E-Class,Exclusive E 200,2021,14500,Petrol,Automatic,4900000.0,5,980000.0,2900.0
Mercedes-Benz GLA,200,2024,14750,Petrol,Automatic,4100000.0,2,2050000.0,7375.0
