Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
Hyundai Venue,S Plus,2021,21000,Petrol,Manual,560000.0,5,Hyundai,112000.0,4200.0,Non-Luxury
BMW X3,xDrive 30i Luxury Line,2019,71000,Petrol,Automatic,2690000.0,7,BMW,384285.71,10142.86,Non-Luxury
Maruti Suzuki Baleno,Sigma,2022,23000,Petrol,Manual,570000.0,4,Maruti Suzuki,142500.0,5750.0,Non-Luxury
Toyota Glanza,G,2023,45000,Petrol,Manual,690000.0,3,Toyota,230000.0,15000.0,Non-Luxury
Audi Q3,30 TFSI Premium FWD,2018,65000,Petrol,Automatic,1890000.0,8,Audi,236250.0,8125.0,Non-Luxury
Toyota Etios,G,2011,70000,Petrol,Manual,128000.0,15,Toyota,8533.33,4666.67,Non-Luxury
Honda City,i VTEC V,2016,50000,Petrol,Manual,450000.0,10,Honda,45000.0,5000.0,Non-Luxury
Toyota Glanza,G,2023,85000,Petrol,Manual,750000.0,3,Toyota,250000.0,28333.33,Non-Luxury
Mercedes-Benz E-Class,E 200 CGI,2015,30000,Petrol,Automatic,1390000.0,11,Mercedes-Benz,126363.64,2727.27,Non-Luxury
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,185000,Diesel,Manual,1200000.0,8,Toyota,150000.0,23125.0,Non-Luxury
Toyota Fortuner,2.8 2WD MT BSIV,2018,129000,Diesel,Manual,2125000.0,8,Toyota,265625.0,16125.0,Non-Luxury
Toyota Glanza,V,2022,52484,Petrol,Manual,649000.0,4,Toyota,162250.0,13121.0,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2020,50000,Petrol,Automatic,3875000.0,6,Mercedes-Benz,645833.33,8333.33,Non-Luxury
Hyundai Creta,1.6 CRDi AT SX Plus,2018,60000,Diesel,Automatic,850000.0,8,Hyundai,106250.0,7500.0,Non-Luxury
BMW X7,xDrive 40i M Sport,2022,70000,Petrol,Automatic,7600000.0,4,BMW,1900000.0,17500.0,Luxury
Mercedes-Benz GLC,220d 4MATIC Sport,2017,77000,Diesel,Automatic,1925000.0,9,Mercedes-Benz,213888.89,8555.56,Non-Luxury
Kia Carnival,Premium,2020,90000,Diesel,Automatic,1875000.0,6,Kia,312500.0,15000.0,Non-Luxury
Kia Carnival,Premium 8 STR,2021,50000,Diesel,Automatic,1800000.0,5,Kia,360000.0,10000.0,Non-Luxury
Honda City,i VTEC V,2015,49329,Petrol,Manual,364000.0,11,Honda,33090.91,4484.45,Non-Luxury
Hyundai Venue,S Opt Plus,2024,22000,Petrol,Manual,894999.9999999999,2,Hyundai,447500.0,11000.0,Non-Luxury
Hyundai i20,Sportz 1.2,2016,90234,Petrol,Manual,365000.0,10,Hyundai,36500.0,9023.4,Non-Luxury
Hyundai Tucson,GLS AT,2021,55000,Petrol,Automatic,1400000.0,5,Hyundai,280000.0,11000.0,Non-Luxury
Kia Seltos,HTX IVT,2020,56098,Petrol,Automatic,985000.0,6,Kia,164166.67,9349.67,Non-Luxury
Hyundai i20,Sportz 1.2,2017,49000,Petrol,Manual,375000.0,9,Hyundai,41666.67,5444.44,Non-Luxury
Toyota Etios,G,2011,96000,Petrol,Manual,130000.0,15,Toyota,8666.67,6400.0,Non-Luxury
Hyundai i20,Asta BSVI,2022,48000,Petrol,Manual,690000.0,4,Hyundai,172500.0,12000.0,Non-Luxury
Honda City,ZX CVT,2017,100745,Petrol,Automatic,591000.0,9,Honda,65666.67,11193.89,Non-Luxury
MG Hector,Hybrid Sharp MT BSIV,2019,61573,Petrol,Manual,793000.0,7,MG,113285.71,8796.14,Non-Luxury
Honda City,1.5 V MT Exclusive,2011,160000,Petrol,Manual,199000.0,15,Honda,13266.67,10666.67,Non-Luxury
Kia Seltos,HTX G,2021,27000,Petrol,Manual,1025000.0,5,Kia,205000.0,5400.0,Non-Luxury
Mercedes-Benz GLE,300d BSVI,2022,82000,Diesel,Automatic,5490000.0,4,Mercedes-Benz,1372500.0,20500.0,Luxury
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,67000,Petrol,Automatic,470000.0,9,Ford,52222.22,7444.44,Non-Luxury
BMW 6 Series,GT 630i M Sport BSVI,2022,30000,Petrol,Automatic,4750000.0,4,BMW,1187500.0,7500.0,Non-Luxury
Audi Q5,Premium plus BSVI,2022,43000,Petrol,Automatic,4500000.0,4,Audi,1125000.0,10750.0,Non-Luxury
Kia Seltos,HTX IVT G,2021,42000,Petrol,Automatic,1050000.0,5,Kia,210000.0,8400.0,Non-Luxury
Hyundai Venue,SX Opt Turbo BSIV,2019,64000,Petrol,Manual,669000.0,7,Hyundai,95571.43,9142.86,Non-Luxury
Hyundai Grand i10,Asta Option AT,2016,90000,Petrol,Automatic,295000.0,10,Hyundai,29500.0,9000.0,Non-Luxury
Toyota Glanza,V AMT,2024,37000,Petrol,Automatic,725000.0,2,Toyota,362500.0,18500.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,25000,Petrol,Automatic,3850000.0,7,Mercedes-Benz,550000.0,3571.43,Non-Luxury
BMW 3 Series GT,Luxury Line,2016,28000,Diesel,Automatic,1549000.0,10,BMW,154900.0,2800.0,Non-Luxury
Maruti Suzuki Grand Vitara,Delta AT,2023,20000,Petrol,Automatic,1250000.0,3,Maruti Suzuki,416666.67,6666.67,Non-Luxury
Audi A4,30 TFSI Premium Plus,2018,62000,Petrol,Automatic,1695000.0,8,Audi,211875.0,7750.0,Non-Luxury
Honda CR-V,2.4L 2WD AT,2014,91000,Petrol,Automatic,695000.0,12,Honda,57916.67,7583.33,Non-Luxury
Jeep Compass,1.4 Limited Plus,2020,59000,Petrol,Automatic,1075000.0,6,Jeep,179166.67,9833.33,Non-Luxury
Nissan Micra Active,XV Petrol,2015,34000,Petrol,Manual,200000.0,11,Nissan,18181.82,3090.91,Non-Luxury
Honda City,i VTEC V,2016,86737,Petrol,Manual,405000.0,10,Honda,40500.0,8673.7,Non-Luxury
Maruti Suzuki Ciaz,Zeta,2018,103304,Petrol,Manual,450000.0,8,Maruti Suzuki,56250.0,12913.0,Non-Luxury
Hyundai i20,Asta 1.2,2016,75184,Petrol,Manual,367000.0,10,Hyundai,36700.0,7518.4,Non-Luxury
Skoda Kushaq,1.0L Prestige,2025,5200,Petrol,Manual,1300000.0,1,Skoda,1300000.0,5200.0,Non-Luxury
Hyundai Venue,S BSIV,2019,26194,Petrol,Manual,506000.0,7,Hyundai,72285.71,3742.0,Non-Luxury
Hyundai i20,Sportz IVT BSVI,2021,54000,Petrol,Automatic,635000.0,5,Hyundai,127000.0,10800.0,Non-Luxury
Honda City,i DTEC E,2014,74000,Diesel,Manual,315000.0,12,Honda,26250.0,6166.67,Non-Luxury
Tata Nexon,XZA Plus (O) AMT,2022,50000,Petrol,Automatic,720000.0,4,Tata,180000.0,12500.0,Non-Luxury
Mercedes-Benz GLE,300d 4Matic,2024,35000,Diesel,Automatic,8500000.0,2,Mercedes-Benz,4250000.0,17500.0,Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,23000,Petrol,Automatic,3450000.0,7,Mercedes-Benz,492857.14,3285.71,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,33047,Petrol,Manual,332000.0,9,Maruti Suzuki,36888.89,3671.89,Non-Luxury
Maruti Suzuki S-Presso,VXI CNG 2019-2020,2021,70000,CNG,Manual,425000.0,5,Maruti Suzuki,85000.0,14000.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2018,58000,Petrol,Manual,324000.0,8,Maruti Suzuki,40500.0,7250.0,Non-Luxury
Kia Seltos,HTX IVT,2024,13000,Petrol,Automatic,1540000.0,2,Kia,770000.0,6500.0,Non-Luxury
Hyundai i20,1.2 Asta Dual Tone,2021,43744,Petrol,Manual,652000.0,5,Hyundai,130400.0,8748.8,Non-Luxury
Kia Seltos,HTK Plus G,2020,80000,Petrol,Manual,750000.0,6,Kia,125000.0,13333.33,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2016,86100,Petrol,Automatic,513000.0,10,Hyundai,51300.0,8610.0,Non-Luxury
Kia Seltos,GTX Plus Turbo DCT,2023,25000,Petrol,Automatic,1590000.0,3,Kia,530000.0,8333.33,Non-Luxury
Toyota Corolla Altis,VL AT,2015,91000,Petrol,Automatic,625000.0,11,Toyota,56818.18,8272.73,Non-Luxury
Hyundai i10,Magna 1.2 iTech SE,2011,60000,Petrol,Manual,100000.0,15,Hyundai,6666.67,4000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,3200000.0,7,Mercedes-Benz,457142.86,7714.29,Non-Luxury
Honda City,i-VTEC CVT ZX,2017,63000,Petrol,Automatic,599000.0,9,Honda,66555.56,7000.0,Non-Luxury
MG Hector,Sharp CVT,2021,66000,Petrol,Automatic,1100000.0,5,MG,220000.0,13200.0,Non-Luxury
Citroen eC3,Feel,2023,70000,Electric,Automatic,750000.0,3,Citroen,250000.0,23333.33,Non-Luxury
Land Rover Discovery,HSE 2.0 SD4,2019,45000,Petrol,Automatic,2990000.0,7,Land Rover,427142.86,6428.57,Non-Luxury
Mercedes-Benz GLC,200,2020,46000,Petrol,Automatic,3675000.0,6,Mercedes-Benz,612500.0,7666.67,Non-Luxury
Jeep Compass,1.4 Limited,2017,68000,Petrol,Automatic,725000.0,9,Jeep,80555.56,7555.56,Non-Luxury
Hyundai i10,Magna 1.2,2009,120000,Petrol,Manual,100000.0,17,Hyundai,5882.35,7058.82,Non-Luxury
Skoda Superb,Sportline BSVI,2021,60000,Petrol,Automatic,1995000.0,5,Skoda,399000.0,12000.0,Non-Luxury
Hyundai Creta,1.6 SX Diesel,2020,74000,Diesel,Manual,875000.0,6,Hyundai,145833.33,12333.33,Non-Luxury
Skoda Kushaq,1.5 TSI Style DSG Anniversary Edition BSVI,2022,37856,Petrol,Automatic,1280000.0,4,Skoda,320000.0,9464.0,Non-Luxury
Volkswagen Vento,Petrol Breeze,2011,90000,Petrol,Manual,160000.0,15,Volkswagen,10666.67,6000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,19000,Petrol,Automatic,4350000.0,5,Mercedes-Benz,870000.0,3800.0,Non-Luxury
Hyundai i20,Asta 1.2,2016,112943,Petrol,Manual,315000.0,10,Hyundai,31500.0,11294.3,Non-Luxury
Honda Amaze 2nd Gen,E BSVI,2022,35000,Petrol,Manual,550000.0,4,Honda,137500.0,8750.0,Non-Luxury
Hyundai i20,Asta 1.2,2015,41000,Petrol,Manual,325000.0,11,Hyundai,29545.45,3727.27,Non-Luxury
Maruti Suzuki Baleno,1.2 CVT Alpha,2017,54000,Petrol,Automatic,525000.0,9,Maruti Suzuki,58333.33,6000.0,Non-Luxury
Mercedes-Benz GLA,200 BSVI,2022,51000,Petrol,Automatic,3090000.0,4,Mercedes-Benz,772500.0,12750.0,Non-Luxury
Hyundai Grand i10 Nios,Sportz,2020,39000,Petrol,Manual,440000.00000000006,6,Hyundai,73333.33,6500.0,Non-Luxury
MG Hector,Sharp Pro CVT 2023-2025,2024,17142,Petrol,Automatic,1695000.0,2,MG,847500.0,8571.0,Non-Luxury
Honda City,VX CVT,2022,24000,Petrol,Automatic,980000.0,4,Honda,245000.0,6000.0,Non-Luxury
Hyundai i20,Sportz 1.2,2015,104221,Petrol,Manual,350000.0,11,Hyundai,31818.18,9474.64,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2016,27000,Petrol,Manual,525000.0,10,Hyundai,52500.0,2700.0,Non-Luxury
Mahindra XUV700,AX7 Diesel AT Luxury Pack BSVI,2022,60000,Diesel,Automatic,1700000.0,4,Mahindra,425000.0,15000.0,Non-Luxury
Maruti Suzuki Ciaz,ZDi SHVS,2017,78000,Diesel,Manual,495000.0,9,Maruti Suzuki,55000.0,8666.67,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2019,41000,Petrol,Automatic,2990000.0,7,Mercedes-Benz,427142.86,5857.14,Non-Luxury
Honda City,VX CVT,2022,12589,Petrol,Automatic,1150000.0,4,Honda,287500.0,3147.25,Non-Luxury
Volkswagen Virtus,Topline AT BSVI,2023,50000,Petrol,Automatic,1300000.0,3,Volkswagen,433333.33,16666.67,Non-Luxury
Mercedes-Benz CLA,200 CDI Sport,2019,17000,Diesel,Automatic,2200000.0,7,Mercedes-Benz,314285.71,2428.57,Non-Luxury
Hyundai i20 Active,1.2 S,2016,60000,Petrol,Manual,365000.0,10,Hyundai,36500.0,6000.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,6000,Petrol,Automatic,1375000.0,3,Mahindra,458333.33,2000.0,Non-Luxury
Ford Ecosport,1.5 Diesel Titanium BSIV,2017,95000,Diesel,Manual,435000.0,9,Ford,48333.33,10555.56,Non-Luxury
Ford Ecosport,1.5 Ti VCT MT Trend BSIV,2016,92614,Petrol,Manual,354000.0,10,Ford,35400.0,9261.4,Non-Luxury
Honda City,VX CVT,2022,28000,Petrol,Automatic,970000.0,4,Honda,242500.0,7000.0,Non-Luxury
Maruti Suzuki Ertiga,VXI CNG,2016,40000,CNG,Manual,510000.0,10,Maruti Suzuki,51000.0,4000.0,Non-Luxury
Toyota Fortuner,2.8 4WD AT BSIV,2017,110000,Diesel,Automatic,2050000.0,9,Toyota,227777.78,12222.22,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 220 d BSIV,2019,70000,Diesel,Automatic,2550000.0,7,Mercedes-Benz,364285.71,10000.0,Non-Luxury
Hyundai Venue,S,2022,19000,Petrol,Manual,720000.0,4,Hyundai,180000.0,4750.0,Non-Luxury
Volkswagen Polo,GT TSI,2016,45000,Petrol,Automatic,500000.0,10,Volkswagen,50000.0,4500.0,Non-Luxury
Kia Seltos,HTK G,2022,37000,Petrol,Manual,899000.0,4,Kia,224750.0,9250.0,Non-Luxury
Honda WR-V,i-VTEC VX,2017,50985,Petrol,Manual,378000.0,9,Honda,42000.0,5665.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200,2023,63258,Petrol,Automatic,4850000.0,3,Mercedes-Benz,1616666.67,21086.0,Non-Luxury
Maruti Suzuki Ertiga,CNG VXI,2022,40000,CNG,Manual,850000.0,4,Maruti Suzuki,212500.0,10000.0,Non-Luxury
Hyundai i20,1.2 Magna Executive,2018,59000,Petrol,Manual,445000.0,8,Hyundai,55625.0,7375.0,Non-Luxury
Tata Tiago NRG,Petrol,2019,72556,Petrol,Manual,334000.0,7,Tata,47714.29,10365.14,Non-Luxury
Hyundai Creta,1.6 VTVT E Plus,2017,43145,Petrol,Manual,485000.0,9,Hyundai,53888.89,4793.89,Non-Luxury
Maruti Suzuki Wagon R,CNG LXI Opt,2022,28000,CNG,Manual,425000.0,4,Maruti Suzuki,106250.0,7000.0,Non-Luxury
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,83000,Petrol,Manual,325000.0,11,Ford,29545.45,7545.45,Non-Luxury
Mercedes-Benz E-Class,E 220d,2024,28000,Diesel,Automatic,5695000.0,2,Mercedes-Benz,2847500.0,14000.0,Luxury
Maruti Suzuki Ciaz,VXi Plus,2015,75000,Petrol,Manual,355000.0,11,Maruti Suzuki,32272.73,6818.18,Non-Luxury
Hyundai Santro Xing,GLS,2011,120000,Petrol,Manual,,15,Hyundai,,8000.0,Non-Luxury
Honda CR-V,2.0L 2WD AT,2018,93000,Petrol,Automatic,850000.0,8,Honda,106250.0,11625.0,Non-Luxury
Honda City,VX CVT,2022,56000,Petrol,Automatic,970000.0,4,Honda,242500.0,14000.0,Non-Luxury
Maruti Suzuki Swift,ZXI,2013,34000,Petrol,Manual,250000.0,13,Maruti Suzuki,19230.77,2615.38,Non-Luxury
Toyota Fortuner,2.8 2WD MT BSIV,2017,60000,Diesel,Manual,1950000.0,9,Toyota,216666.67,6666.67,Non-Luxury
Kia Sonet,1.5 GTX Plus Diesel DT,2022,54780,Diesel,Manual,737000.0,4,Kia,184250.0,13695.0,Non-Luxury
Honda City,i VTEC V,2016,65000,Petrol,Manual,470000.0,10,Honda,47000.0,6500.0,Non-Luxury
Hyundai Grand i10 Nios,Magna,2020,60000,Petrol,Manual,475000.0,6,Hyundai,79166.67,10000.0,Non-Luxury
Kia Seltos,GTX,2019,33213,Petrol,Manual,897000.0000000001,7,Kia,128142.86,4744.71,Non-Luxury
Kia Sonet,HTX Plus Diesel BSVI,2020,70000,Diesel,Manual,675000.0,6,Kia,112500.0,11666.67,Non-Luxury
Tata Tiago EV,XZ Plus Tech LUX LR,2026,2050,Electric,Automatic,980000.0,0,Tata,,,Non-Luxury
Toyota Fortuner,2.8 2WD MT BSIV,2019,100000,Diesel,Manual,2375000.0,7,Toyota,339285.71,14285.71,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2017,56979,Petrol,Automatic,470000.0,9,Hyundai,52222.22,6331.0,Non-Luxury
Honda Amaze 2nd Gen,VX,2023,121161,Petrol,Manual,589000.0,3,Honda,196333.33,40387.0,Non-Luxury
Tata Punch,Pure,2025,19200,Petrol,Manual,600000.0,1,Tata,600000.0,19200.0,Non-Luxury
Hyundai Grand i10,AT Sportz,2019,90043,Petrol,Automatic,360000.0,7,Hyundai,51428.57,12863.29,Non-Luxury
Maruti Suzuki Vitara Brezza,VXI,2022,55000,Petrol,Manual,650000.0,4,Maruti Suzuki,162500.0,13750.0,Non-Luxury
Toyota Corolla Altis,Petrol LE,2015,123032,Petrol,Manual,512000.0,11,Toyota,46545.45,11184.73,Non-Luxury
Maruti Suzuki Alto 800,LXi,2011,40000,Petrol,Manual,130000.0,15,Maruti Suzuki,8666.67,2666.67,Non-Luxury
Mercedes-Benz GLS,450 4MATIC BSVI,2021,54000,Petrol,Automatic,7800000.0,5,Mercedes-Benz,1560000.0,10800.0,Luxury
Kia Seltos,HTK Plus G,2019,30329,Petrol,Manual,670000.0,7,Kia,95714.29,4332.71,Non-Luxury
Toyota Glanza,E BSVI,2022,19000,Petrol,Manual,725000.0,4,Toyota,181250.0,4750.0,Non-Luxury
Mini Cooper Convertible,S,2018,21000,Petrol,Automatic,3250000.0,8,Mini,406250.0,2625.0,Non-Luxury
Kia Seltos,GTX Plus Turbo DCT,2024,21000,Petrol,Automatic,1525000.0,2,Kia,762500.0,10500.0,Non-Luxury
Toyota Fortuner,2.8 2WD AT BSIV,2017,112000,Diesel,Automatic,2090000.0,9,Toyota,232222.22,12444.44,Non-Luxury
Mercedes-Benz AMG A 35,4MATIC BSVI,2023,38000,Petrol,Automatic,3500000.0,3,Mercedes-Benz,1166666.67,12666.67,Non-Luxury
Toyota Hilux,High AT BSVI,2022,24000,Diesel,Automatic,2729000.0,4,Toyota,682250.0,6000.0,Non-Luxury
Jaguar XE,Portfolio,2019,34000,Petrol,Automatic,2250000.0,7,Jaguar,321428.57,4857.14,Non-Luxury
Kia Seltos,GTX Plus DCT,2020,53000,Petrol,Automatic,1130000.0,6,Kia,188333.33,8833.33,Non-Luxury
BMW X7,xDrive 40i M Sport,2022,29000,Petrol,Automatic,7990000.000000001,4,BMW,1997500.0,7250.0,Luxury
Volvo XC90,D5 Inscription,2020,65000,Diesel,Automatic,4900000.0,6,Volvo,816666.67,10833.33,Non-Luxury
Hyundai Creta,S Plus Knight BSVI,2023,32000,Petrol,Manual,1225000.0,3,Hyundai,408333.33,10666.67,Non-Luxury
Hyundai i20,Magna Plus,2019,31272,Petrol,Manual,495000.0,7,Hyundai,70714.29,4467.43,Non-Luxury
BMW X7,xDrive 40i M Sport,2021,75000,Petrol,Automatic,6500000.0,5,BMW,1300000.0,15000.0,Luxury
Audi Q5,40 TDI Premium Plus,2020,43000,Diesel,Automatic,3400000.0,6,Audi,566666.67,7166.67,Non-Luxury
Honda City,ZX CVT,2022,73000,Petrol,Automatic,975000.0,4,Honda,243750.0,18250.0,Non-Luxury
Mercedes-Benz A-Class Limousine,A 200 BSVI,2023,30000,Petrol,Automatic,3300000.0,3,Mercedes-Benz,1100000.0,10000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,65000,Petrol,Automatic,4200000.0,4,Mercedes-Benz,1050000.0,16250.0,Non-Luxury
Volvo XC90,D5 Inscription,2021,45000,Diesel,Automatic,5700000.0,5,Volvo,1140000.0,9000.0,Luxury
Toyota Fortuner,2.8 2WD AT BSIV,2018,90000,Diesel,Automatic,2200000.0,8,Toyota,275000.0,11250.0,Non-Luxury
Hyundai i20,Asta Opt BSVI,2021,41000,Petrol,Manual,675000.0,5,Hyundai,135000.0,8200.0,Non-Luxury
Ford Ecosport,1.5 Petrol Ambiente BSIV,2018,71660,Petrol,Manual,361000.0,8,Ford,45125.0,8957.5,Non-Luxury
Porsche Cayenne Coupe,Platinum Edition BSVI,2022,39000,Petrol,Automatic,9900000.0,4,Porsche,2475000.0,9750.0,Luxury
BMW X3,xDrive30i M Sport,2022,32000,Petrol,Automatic,4600000.0,4,BMW,1150000.0,8000.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2019,68282,Petrol,Manual,339000.0,7,Hyundai,48428.57,9754.57,Non-Luxury
Honda City,i VTEC VX,2015,49827,Petrol,Manual,354000.0,11,Honda,32181.82,4529.73,Non-Luxury
BMW X5,xDrive 30d xLine,2020,97000,Diesel,Automatic,4300000.0,6,BMW,716666.67,16166.67,Non-Luxury
BMW 2 Series Gran Coupe,220i M Sport BSVI,2022,16000,Petrol,Automatic,3250000.0,4,BMW,812500.0,4000.0,Non-Luxury
Toyota Fortuner,2.8 2WD AT,2020,90000,Diesel,Automatic,2700000.0,6,Toyota,450000.0,15000.0,Non-Luxury
Land Rover Range Rover Sport,SE,2017,45000,Diesel,Automatic,4475000.0,9,Land Rover,497222.22,5000.0,Non-Luxury
Hyundai Creta,1.6 VTVT S,2016,84000,Petrol,Manual,479000.0,10,Hyundai,47900.0,8400.0,Non-Luxury
Toyota Corolla Altis,VL AT,2017,71000,Petrol,Automatic,844999.9999999999,9,Toyota,93888.89,7888.89,Non-Luxury
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,53883,Petrol,Manual,673000.0,5,Skoda,134600.0,10776.6,Non-Luxury
BMW 5 Series,530i M Sport BSVI,2023,35000,Petrol,Automatic,4700000.0,3,BMW,1566666.67,11666.67,Non-Luxury
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,40000,Petrol,Manual,375000.0,11,Ford,34090.91,3636.36,Non-Luxury
Toyota Glanza,G,2021,38000,Petrol,Manual,549000.0,5,Toyota,109800.0,7600.0,Non-Luxury
Hyundai Alcazar,Signature (O) Diesel AT BSVI,2021,62000,Diesel,Automatic,1090000.0,5,Hyundai,218000.0,12400.0,Non-Luxury
BMW X3,xDrive20d xLine,2023,12000,Diesel,Automatic,4700000.0,3,BMW,1566666.67,4000.0,Non-Luxury
Hyundai Creta,1.6 SX Automatic,2018,75000,Petrol,Automatic,795000.0,8,Hyundai,99375.0,9375.0,Non-Luxury
Kia Seltos,GTK,2019,35000,Petrol,Manual,894999.9999999999,7,Kia,127857.14,5000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,2990000.0,7,Mercedes-Benz,427142.86,7714.29,Non-Luxury
Audi Q3,Technology,2023,36000,Petrol,Automatic,3200000.0,3,Audi,1066666.67,12000.0,Non-Luxury
Honda Elevate,VX Non RF,2023,22382,Petrol,Manual,1143000.0,3,Honda,381000.0,7460.67,Non-Luxury
Honda City,i VTEC CVT VX,2016,75000,Petrol,Automatic,525000.0,10,Honda,52500.0,7500.0,Non-Luxury
Mahindra Thar,LX Convert Top Diesel,2024,16000,Diesel,Manual,1350000.0,2,Mahindra,675000.0,8000.0,Non-Luxury
Jaguar XJ,50 Special Edition,2019,40000,Diesel,Automatic,3900000.0,7,Jaguar,557142.86,5714.29,Non-Luxury
Mercedes-Benz GLA Class,200 CDI,2017,55000,Diesel,Automatic,1025000.0,9,Mercedes-Benz,113888.89,6111.11,Non-Luxury
Toyota Vellfire,Executive Lounge BSVI,2022,57000,Petrol,Automatic,8200000.0,4,Toyota,2050000.0,14250.0,Luxury
Toyota Rumion,G,2025,5500,Petrol,Manual,1025000.0,1,Toyota,1025000.0,5500.0,Non-Luxury
BMW 6 Series,GT 630d M Sport 2018-2021,2020,66000,Diesel,Automatic,3700000.0,6,BMW,616666.67,11000.0,Non-Luxury
Hyundai i20,Asta 1.2,2015,42907,Petrol,Manual,350000.0,11,Hyundai,31818.18,3900.64,Non-Luxury
Hyundai i20,Magna 1.2,2016,75110,Petrol,Manual,347000.0,10,Hyundai,34700.0,7511.0,Non-Luxury
Toyota Corolla Altis,1.8 J,2016,80169,Petrol,Manual,756000.0,10,Toyota,75600.0,8016.9,Non-Luxury
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,65000,Petrol,Automatic,7100000.0,5,Land Rover,1420000.0,13000.0,Luxury
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,101720,Petrol,Automatic,755000.0,7,MG,107857.14,14531.43,Non-Luxury
Hyundai i20,Sportz 1.2,2015,89773,Petrol,Manual,319000.0,11,Hyundai,29000.0,8161.18,Non-Luxury
Honda City,V MT,2021,84000,Petrol,Manual,725000.0,5,Honda,145000.0,16800.0,Non-Luxury
Audi S5,3.0 TFSIq Tiptronic,2018,76000,Petrol,Automatic,3800000.0,8,Audi,475000.0,9500.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2017,75000,Petrol,Manual,590000.0,9,Hyundai,65555.56,8333.33,Non-Luxury
Jeep Compass,2.0 Limited 4X4,2018,43000,Diesel,Manual,950000.0,8,Jeep,118750.0,5375.0,Non-Luxury
Hyundai i20,Asta 1.2,2015,69413,Petrol,Manual,341000.0,11,Hyundai,31000.0,6310.27,Non-Luxury
Jaguar XJ,2.0L Portfolio,2017,70000,Petrol,Automatic,3100000.0,9,Jaguar,344444.44,7777.78,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2022,31660,Petrol,Manual,570000.0,4,Hyundai,142500.0,7915.0,Non-Luxury
Skoda Kushaq,1.0 TSI Ambition AT BSVI,2021,40000,Petrol,Automatic,875000.0,5,Skoda,175000.0,8000.0,Non-Luxury
Tata Tigor,XZ Plus,2019,57000,Petrol,Manual,390000.0,7,Tata,55714.29,8142.86,Non-Luxury
Jaguar F-Pace,Prestige 2.0 Petrol,2019,56000,Petrol,Automatic,3600000.0,7,Jaguar,514285.71,8000.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2015,55190,Petrol,Manual,544000.0,11,Hyundai,49454.55,5017.27,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2019,47000,Petrol,Automatic,2499000.0,7,Mercedes-Benz,357000.0,6714.29,Non-Luxury
Audi TT,40 TFSI,2016,66000,Petrol,Automatic,4400000.0,10,Audi,440000.0,6600.0,Non-Luxury
Honda City,i-VTEC V,2018,72000,Petrol,Manual,575000.0,8,Honda,71875.0,9000.0,Non-Luxury
Honda City,i-VTEC VX,2019,65341,Petrol,Manual,579000.0,7,Honda,82714.29,9334.43,Non-Luxury
Kia Seltos,GTX Plus,2019,50855,Petrol,Manual,913000.0,7,Kia,130428.57,7265.0,Non-Luxury
Jaguar XF,2.0 Diesel Prestige,2019,33000,Diesel,Automatic,2700000.0,7,Jaguar,385714.29,4714.29,Non-Luxury
Hyundai Venue,S Turbo DCT BSIV,2019,60000,Petrol,Automatic,625000.0,7,Hyundai,89285.71,8571.43,Non-Luxury
Honda City,V MT,2021,27000,Petrol,Manual,749000.0,5,Honda,149800.0,5400.0,Non-Luxury
